version,ciclo_id,ts,portfolio,mercado,exposicion,estrategia,universo,senales,ordenes,riesgo,deriva
v1,23,1970-01-01T00:00:00Z,"{'BTC': 700.0, 'ETH': 200.0, 'USDT': 100.0}","{'BTC': 30000, 'ETH': 2000, 'USDT': 1}","{'BTC': 0.5, 'ETH': 0.5, 'USDT': 0.5}",estrategia_agresiva,"['BTC', 'ETH', 'USDT']",{},"[{'id': 'signal_0', 'status': 'filled', 'symbol': 'BTC/USDT', 'side': 'sell', 'amount': 699.5, 'price': None, 'execution_report': {'filled_qty': 699.5, 'avg_price': 100, 'fees': 0, 'slippage_bps': 0, 'latency_ms': 5, 'error_code': None, 'error_msg': None}}, {'id': 'signal_1', 'status': 'filled', 'symbol': 'ETH/USDT', 'side': 'sell', 'amount': 199.5, 'price': None, 'execution_report': {'filled_qty': 199.5, 'avg_price': 100, 'fees': 0, 'slippage_bps': 0, 'latency_ms': 5, 'error_code': None, 'error_msg': None}}, {'id': 'signal_2', 'status': 'filled', 'symbol': 'USDT/USDT', 'side': 'sell', 'amount': 99.5, 'price': None, 'execution_report': {'filled_qty': 99.5, 'avg_price': 100, 'fees': 0, 'slippage_bps': 0, 'latency_ms': 5, 'error_code': None, 'error_msg': None}}]","{'aprobado': True, 'motivo': None}",False,"{'active_orders': 3, 'pending_reports': 0, 'pending_alerts': 0}"
v1,24,1970-01-01T00:00:00Z,"{'BTC': 700.0, 'ETH': 200.0, 'USDT': 100.0}","{'BTC': 30000, 'ETH': 2000, 'USDT': 1}","{'BTC': 0.5, 'ETH': 0.5, 'USDT': 0.5}",estrategia_agresiva,"['BTC', 'ETH', 'USDT']",{},"[{'id': 'signal_0', 'status': 'filled', 'symbol': 'BTC/USDT', 'side': 'sell', 'amount': 699.5, 'price': None, 'execution_report': {'filled_qty': 699.5, 'avg_price': 100, 'fees': 0, 'slippage_bps': 0, 'latency_ms': 5, 'error_code': None, 'error_msg': None}}, {'id': 'signal_1', 'status': 'filled', 'symbol': 'ETH/USDT', 'side': 'sell', 'amount': 199.5, 'price': None, 'execution_report': {'filled_qty': 199.5, 'avg_price': 100, 'fees': 0, 'slippage_bps': 0, 'latency_ms': 5, 'error_code': None, 'error_msg': None}}, {'id': 'signal_2', 'status': 'filled', 'symbol': 'USDT/USDT', 'side': 'sell', 'amount': 99.5, 'price': None, 'execution_report': {'filled_qty': 99.5, 'avg_price': 100, 'fees': 0, 'slippage_bps': 0, 'latency_ms': 5, 'error_code': None, 'error_msg': None}}]","{'aprobado': True, 'motivo': None}",False,"{'active_orders': 3, 'pending_reports': 0, 'pending_alerts': 0}"
v1,25,1970-01-01T00:00:00Z,"{'BTC': 700.0, 'ETH': 200.0, 'USDT': 100.0}","{'BTC': 30000, 'ETH': 2000, 'USDT': 1}","{'BTC': 0.5, 'ETH': 0.5, 'USDT': 0.5}",estrategia_agresiva,"['BTC', 'ETH', 'USDT']",{},"[{'id': 'signal_0', 'status': 'filled', 'symbol': 'BTC/USDT', 'side': 'sell', 'amount': 699.5, 'price': None, 'execution_report': {'filled_qty': 699.5, 'avg_price': 100, 'fees': 0, 'slippage_bps': 0, 'latency_ms': 5, 'error_code': None, 'error_msg': None}}, {'id': 'signal_1', 'status': 'filled', 'symbol': 'ETH/USDT', 'side': 'sell', 'amount': 199.5, 'price': None, 'execution_report': {'filled_qty': 199.5, 'avg_price': 100, 'fees': 0, 'slippage_bps': 0, 'latency_ms': 5, 'error_code': None, 'error_msg': None}}, {'id': 'signal_2', 'status': 'filled', 'symbol': 'USDT/USDT', 'side': 'sell', 'amount': 99.5, 'price': None, 'execution_report': {'filled_qty': 99.5, 'avg_price': 100, 'fees': 0, 'slippage_bps': 0, 'latency_ms': 5, 'error_code': None, 'error_msg': None}}]","{'aprobado': True, 'motivo': None}",False,"{'active_orders': 3, 'pending_reports': 0, 'pending_alerts': 0}"
v1,26,1970-01-01T00:00:00Z,"{'BTC': 700.0, 'ETH': 200.0, 'USDT': 100.0}","{'BTC': 30000, 'ETH': 2000, 'USDT': 1}","{'BTC': 0.5, 'ETH': 0.5, 'USDT': 0.5}",estrategia_agresiva,"['BTC', 'ETH', 'USDT']",{},"[{'id': 'signal_0', 'status': 'filled', 'symbol': 'BTC/USDT', 'side': 'sell', 'amount': 699.5, 'price': None, 'execution_report': {'filled_qty': 699.5, 'avg_price': 100, 'fees': 0, 'slippage_bps': 0, 'latency_ms': 5, 'error_code': None, 'error_msg': None}}, {'id': 'signal_1', 'status': 'filled', 'symbol': 'ETH/USDT', 'side': 'sell', 'amount': 199.5, 'price': None, 'execution_report': {'filled_qty': 199.5, 'avg_price': 100, 'fees': 0, 'slippage_bps': 0, 'latency_ms': 5, 'error_code': None, 'error_msg': None}}, {'id': 'signal_2', 'status': 'filled', 'symbol': 'USDT/USDT', 'side': 'sell', 'amount': 99.5, 'price': None, 'execution_report': {'filled_qty': 99.5, 'avg_price': 100, 'fees': 0, 'slippage_bps': 0, 'latency_ms': 5, 'error_code': None, 'error_msg': None}}]","{'aprobado': True, 'motivo': None}",False,"{'active_orders': 3, 'pending_reports': 0, 'pending_alerts': 0}"
v1,27,1970-01-01T00:00:00Z,"{'BTC': 700.0, 'ETH': 200.0, 'USDT': 100.0}","{'BTC': 30000, 'ETH': 2000, 'USDT': 1}","{'BTC': 0.5, 'ETH': 0.5, 'USDT': 0.5}",estrategia_agresiva,"['BTC', 'ETH', 'USDT']",{},"[{'id': 'signal_0', 'status': 'filled', 'symbol': 'BTC/USDT', 'side': 'sell', 'amount': 699.5, 'price': None, 'execution_report': {'filled_qty': 699.5, 'avg_price': 100, 'fees': 0, 'slippage_bps': 0, 'latency_ms': 5, 'error_code': None, 'error_msg': None}}, {'id': 'signal_1', 'status': 'filled', 'symbol': 'ETH/USDT', 'side': 'sell', 'amount': 199.5, 'price': None, 'execution_report': {'filled_qty': 199.5, 'avg_price': 100, 'fees': 0, 'slippage_bps': 0, 'latency_ms': 5, 'error_code': None, 'error_msg': None}}, {'id': 'signal_2', 'status': 'filled', 'symbol': 'USDT/USDT', 'side': 'sell', 'amount': 99.5, 'price': None, 'execution_report': {'filled_qty': 99.5, 'avg_price': 100, 'fees': 0, 'slippage_bps': 0, 'latency_ms': 5, 'error_code': None, 'error_msg': None}}]","{'aprobado': True, 'motivo': None}",False,"{'active_orders': 3, 'pending_reports': 0, 'pending_alerts': 0}"
v1,28,1970-01-01T00:00:00Z,"{'BTC': 700.0, 'ETH': 200.0, 'USDT': 100.0}","{'BTC': 30000, 'ETH': 2000, 'USDT': 1}","{'BTC': 0.5, 'ETH': 0.5, 'USDT': 0.5}",estrategia_agresiva,"['BTC', 'ETH', 'USDT']",{},"[{'id': 'signal_0', 'status': 'filled', 'symbol': 'BTC/USDT', 'side': 'sell', 'amount': 699.5, 'price': None, 'execution_report': {'filled_qty': 699.5, 'avg_price': 100, 'fees': 0, 'slippage_bps': 0, 'latency_ms': 5, 'error_code': None, 'error_msg': None}}, {'id': 'signal_1', 'status': 'filled', 'symbol': 'ETH/USDT', 'side': 'sell', 'amount': 199.5, 'price': None, 'execution_report': {'filled_qty': 199.5, 'avg_price': 100, 'fees': 0, 'slippage_bps': 0, 'latency_ms': 5, 'error_code': None, 'error_msg': None}}, {'id': 'signal_2', 'status': 'filled', 'symbol': 'USDT/USDT', 'side': 'sell', 'amount': 99.5, 'price': None, 'execution_report': {'filled_qty': 99.5, 'avg_price': 100, 'fees': 0, 'slippage_bps': 0, 'latency_ms': 5, 'error_code': None, 'error_msg': None}}]","{'aprobado': True, 'motivo': None}",False,"{'active_orders': 3, 'pending_reports': 0, 'pending_alerts': 0}"
v1,29,1970-01-01T00:00:00Z,"{'BTC': 700.0, 'ETH': 200.0, 'USDT': 100.0}","{'BTC': 30000, 'ETH': 2000, 'USDT': 1}","{'BTC': 0.5, 'ETH': 0.5, 'USDT': 0.5}",estrategia_agresiva,"['BTC', 'ETH', 'USDT']",{},"[{'id': 'signal_0', 'status': 'filled', 'symbol': 'BTC/USDT', 'side': 'sell', 'amount': 699.5, 'price': None, 'execution_report': {'filled_qty': 699.5, 'avg_price': 100, 'fees': 0, 'slippage_bps': 0, 'latency_ms': 5, 'error_code': None, 'error_msg': None}}, {'id': 'signal_1', 'status': 'filled', 'symbol': 'ETH/USDT', 'side': 'sell', 'amount': 199.5, 'price': None, 'execution_report': {'filled_qty': 199.5, 'avg_price': 100, 'fees': 0, 'slippage_bps': 0, 'latency_ms': 5, 'error_code': None, 'error_msg': None}}, {'id': 'signal_2', 'status': 'filled', 'symbol': 'USDT/USDT', 'side': 'sell', 'amount': 99.5, 'price': None, 'execution_report': {'filled_qty': 99.5, 'avg_price': 100, 'fees': 0, 'slippage_bps': 0, 'latency_ms': 5, 'error_code': None, 'error_msg': None}}]","{'aprobado': True, 'motivo': None}",False,"{'active_orders': 3, 'pending_reports': 0, 'pending_alerts': 0}"
v1,30,1970-01-01T00:00:00Z,"{'BTC': 700.0, 'ETH': 200.0, 'USDT': 100.0}","{'BTC': 30000, 'ETH': 2000, 'USDT': 1}","{'BTC': 0.5, 'ETH': 0.5, 'USDT': 0.5}",estrategia_agresiva,"['BTC', 'ETH', 'USDT']",{},"[{'id': 'signal_0', 'status': 'filled', 'symbol': 'BTC/USDT', 'side': 'sell', 'amount': 699.5, 'price': None, 'execution_report': {'filled_qty': 699.5, 'avg_price': 100, 'fees': 0, 'slippage_bps': 0, 'latency_ms': 5, 'error_code': None, 'error_msg': None}}, {'id': 'signal_1', 'status': 'filled', 'symbol': 'ETH/USDT', 'side': 'sell', 'amount': 199.5, 'price': None, 'execution_report': {'filled_qty': 199.5, 'avg_price': 100, 'fees': 0, 'slippage_bps': 0, 'latency_ms': 5, 'error_code': None, 'error_msg': None}}, {'id': 'signal_2', 'status': 'filled', 'symbol': 'USDT/USDT', 'side': 'sell', 'amount': 99.5, 'price': None, 'execution_report': {'filled_qty': 99.5, 'avg_price': 100, 'fees': 0, 'slippage_bps': 0, 'latency_ms': 5, 'error_code': None, 'error_msg': None}}]","{'aprobado': True, 'motivo': None}",False,"{'active_orders': 3, 'pending_reports': 0, 'pending_alerts': 0}"
v1,31,1970-01-01T00:00:00Z,"{'BTC': 700.0, 'ETH': 200.0, 'USDT': 100.0}","{'BTC': 30000, 'ETH': 2000, 'USDT': 1}","{'BTC': 0.5, 'ETH': 0.5, 'USDT': 0.5}",estrategia_agresiva,"['BTC', 'ETH', 'USDT']",{},"[{'id': 'signal_0', 'status': 'filled', 'symbol': 'BTC/USDT', 'side': 'sell', 'amount': 699.5, 'price': None, 'execution_report': {'filled_qty': 699.5, 'avg_price': 100, 'fees': 0, 'slippage_bps': 0, 'latency_ms': 5, 'error_code': None, 'error_msg': None}}, {'id': 'signal_1', 'status': 'filled', 'symbol': 'ETH/USDT', 'side': 'sell', 'amount': 199.5, 'price': None, 'execution_report': {'filled_qty': 199.5, 'avg_price': 100, 'fees': 0, 'slippage_bps': 0, 'latency_ms': 5, 'error_code': None, 'error_msg': None}}, {'id': 'signal_2', 'status': 'filled', 'symbol': 'USDT/USDT', 'side': 'sell', 'amount': 99.5, 'price': None, 'execution_report': {'filled_qty': 99.5, 'avg_price': 100, 'fees': 0, 'slippage_bps': 0, 'latency_ms': 5, 'error_code': None, 'error_msg': None}}]","{'aprobado': True, 'motivo': None}",False,"{'active_orders': 3, 'pending_reports': 0, 'pending_alerts': 0}"
v1,32,1970-01-01T00:00:00Z,"{'BTC': 700.0, 'ETH': 200.0, 'USDT': 100.0}","{'BTC': 30000, 'ETH': 2000, 'USDT': 1}","{'BTC': 0.5, 'ETH': 0.5, 'USDT': 0.5}",estrategia_agresiva,"['BTC', 'ETH', 'USDT']",{},"[{'id': 'signal_0', 'status': 'filled', 'symbol': 'BTC/USDT', 'side': 'sell', 'amount': 699.5, 'price': None, 'execution_report': {'filled_qty': 699.5, 'avg_price': 100, 'fees': 0, 'slippage_bps': 0, 'latency_ms': 5, 'error_code': None, 'error_msg': None}}, {'id': 'signal_1', 'status': 'filled', 'symbol': 'ETH/USDT', 'side': 'sell', 'amount': 199.5, 'price': None, 'execution_report': {'filled_qty': 199.5, 'avg_price': 100, 'fees': 0, 'slippage_bps': 0, 'latency_ms': 5, 'error_code': None, 'error_msg': None}}, {'id': 'signal_2', 'status': 'filled', 'symbol': 'USDT/USDT', 'side': 'sell', 'amount': 99.5, 'price': None, 'execution_report': {'filled_qty': 99.5, 'avg_price': 100, 'fees': 0, 'slippage_bps': 0, 'latency_ms': 5, 'error_code': None, 'error_msg': None}}]","{'aprobado': True, 'motivo': None}",False,"{'active_orders': 3, 'pending_reports': 0, 'pending_alerts': 0}"
v1,33,1970-01-01T00:00:00Z,"{'BTC': 700.0, 'ETH': 200.0, 'USDT': 100.0}","{'BTC': 30000, 'ETH': 2000, 'USDT': 1}","{'BTC': 0.5, 'ETH': 0.5, 'USDT': 0.5}",estrategia_agresiva,"['BTC', 'ETH', 'USDT']",{},"[{'id': 'signal_0', 'status': 'filled', 'symbol': 'BTC/USDT', 'side': 'sell', 'amount': 699.5, 'price': None, 'execution_report': {'filled_qty': 699.5, 'avg_price': 100, 'fees': 0, 'slippage_bps': 0, 'latency_ms': 5, 'error_code': None, 'error_msg': None}}, {'id': 'signal_1', 'status': 'filled', 'symbol': 'ETH/USDT', 'side': 'sell', 'amount': 199.5, 'price': None, 'execution_report': {'filled_qty': 199.5, 'avg_price': 100, 'fees': 0, 'slippage_bps': 0, 'latency_ms': 5, 'error_code': None, 'error_msg': None}}, {'id': 'signal_2', 'status': 'filled', 'symbol': 'USDT/USDT', 'side': 'sell', 'amount': 99.5, 'price': None, 'execution_report': {'filled_qty': 99.5, 'avg_price': 100, 'fees': 0, 'slippage_bps': 0, 'latency_ms': 5, 'error_code': None, 'error_msg': None}}]","{'aprobado': True, 'motivo': None}",False,"{'active_orders': 3, 'pending_reports': 0, 'pending_alerts': 0}"
v1,34,1970-01-01T00:00:00Z,"{'BTC': 700.0, 'ETH': 200.0, 'USDT': 100.0}","{'BTC': 30000, 'ETH': 2000, 'USDT': 1}","{'BTC': 0.5, 'ETH': 0.5, 'USDT': 0.5}",estrategia_agresiva,"['BTC', 'ETH', 'USDT']",{},"[{'id': 'signal_0', 'status': 'filled', 'symbol': 'BTC/USDT', 'side': 'sell', 'amount': 699.5, 'price': None, 'execution_report': {'filled_qty': 699.5, 'avg_price': 100, 'fees': 0, 'slippage_bps': 0, 'latency_ms': 5, 'error_code': None, 'error_msg': None}}, {'id': 'signal_1', 'status': 'filled', 'symbol': 'ETH/USDT', 'side': 'sell', 'amount': 199.5, 'price': None, 'execution_report': {'filled_qty': 199.5, 'avg_price': 100, 'fees': 0, 'slippage_bps': 0, 'latency_ms': 5, 'error_code': None, 'error_msg': None}}, {'id': 'signal_2', 'status': 'filled', 'symbol': 'USDT/USDT', 'side': 'sell', 'amount': 99.5, 'price': None, 'execution_report': {'filled_qty': 99.5, 'avg_price': 100, 'fees': 0, 'slippage_bps': 0, 'latency_ms': 5, 'error_code': None, 'error_msg': None}}]","{'aprobado': True, 'motivo': None}",False,"{'active_orders': 3, 'pending_reports': 0, 'pending_alerts': 0}"
v1,35,1970-01-01T00:00:00Z,"{'BTC': 700.0, 'ETH': 200.0, 'USDT': 100.0}","{'BTC': 30000, 'ETH': 2000, 'USDT': 1}","{'BTC': 0.5, 'ETH': 0.5, 'USDT': 0.5}",estrategia_agresiva,"['BTC', 'ETH', 'USDT']",{},"[{'id': 'signal_0', 'status': 'filled', 'symbol': 'BTC/USDT', 'side': 'sell', 'amount': 699.5, 'price': None, 'execution_report': {'filled_qty': 699.5, 'avg_price': 100, 'fees': 0, 'slippage_bps': 0, 'latency_ms': 5, 'error_code': None, 'error_msg': None}}, {'id': 'signal_1', 'status': 'filled', 'symbol': 'ETH/USDT', 'side': 'sell', 'amount': 199.5, 'price': None, 'execution_report': {'filled_qty': 199.5, 'avg_price': 100, 'fees': 0, 'slippage_bps': 0, 'latency_ms': 5, 'error_code': None, 'error_msg': None}}, {'id': 'signal_2', 'status': 'filled', 'symbol': 'USDT/USDT', 'side': 'sell', 'amount': 99.5, 'price': None, 'execution_report': {'filled_qty': 99.5, 'avg_price': 100, 'fees': 0, 'slippage_bps': 0, 'latency_ms': 5, 'error_code': None, 'error_msg': None}}]","{'aprobado': True, 'motivo': None}",False,"{'active_orders': 3, 'pending_reports': 0, 'pending_alerts': 0}"
v1,36,1970-01-01T00:00:00Z,"{'BTC': 700.0, 'ETH': 200.0, 'USDT': 100.0}","{'BTC': 30000, 'ETH': 2000, 'USDT': 1}","{'BTC': 0.5, 'ETH': 0.5, 'USDT': 0.5}",estrategia_agresiva,"['BTC', 'ETH', 'USDT']",{},"[{'id': 'signal_0', 'status': 'filled', 'symbol': 'BTC/USDT', 'side': 'sell', 'amount': 699.5, 'price': None, 'execution_report': {'filled_qty': 699.5, 'avg_price': 100, 'fees': 0, 'slippage_bps': 0, 'latency_ms': 5, 'error_code': None, 'error_msg': None}}, {'id': 'signal_1', 'status': 'filled', 'symbol': 'ETH/USDT', 'side': 'sell', 'amount': 199.5, 'price': None, 'execution_report': {'filled_qty': 199.5, 'avg_price': 100, 'fees': 0, 'slippage_bps': 0, 'latency_ms': 5, 'error_code': None, 'error_msg': None}}, {'id': 'signal_2', 'status': 'filled', 'symbol': 'USDT/USDT', 'side': 'sell', 'amount': 99.5, 'price': None, 'execution_report': {'filled_qty': 99.5, 'avg_price': 100, 'fees': 0, 'slippage_bps': 0, 'latency_ms': 5, 'error_code': None, 'error_msg': None}}]","{'aprobado': True, 'motivo': None}",False,"{'active_orders': 3, 'pending_reports': 0, 'pending_alerts': 0}"
v1,37,1970-01-01T00:00:00Z,"{'BTC': 700.0, 'ETH': 200.0, 'USDT': 100.0}","{'BTC': 30000, 'ETH': 2000, 'USDT': 1}","{'BTC': 0.5, 'ETH': 0.5, 'USDT': 0.5}",estrategia_agresiva,"['BTC', 'ETH', 'USDT']",{},"[{'id': 'signal_0', 'status': 'filled', 'symbol': 'BTC/USDT', 'side': 'sell', 'amount': 699.5, 'price': None, 'execution_report': {'filled_qty': 699.5, 'avg_price': 100, 'fees': 0, 'slippage_bps': 0, 'latency_ms': 5, 'error_code': None, 'error_msg': None}}, {'id': 'signal_1', 'status': 'filled', 'symbol': 'ETH/USDT', 'side': 'sell', 'amount': 199.5, 'price': None, 'execution_report': {'filled_qty': 199.5, 'avg_price': 100, 'fees': 0, 'slippage_bps': 0, 'latency_ms': 5, 'error_code': None, 'error_msg': None}}, {'id': 'signal_2', 'status': 'filled', 'symbol': 'USDT/USDT', 'side': 'sell', 'amount': 99.5, 'price': None, 'execution_report': {'filled_qty': 99.5, 'avg_price': 100, 'fees': 0, 'slippage_bps': 0, 'latency_ms': 5, 'error_code': None, 'error_msg': None}}]","{'aprobado': True, 'motivo': None}",False,"{'active_orders': 3, 'pending_reports': 0, 'pending_alerts': 0}"
v1,38,1970-01-01T00:00:00Z,"{'BTC': 700.0, 'ETH': 200.0, 'USDT': 100.0}","{'BTC': 30000, 'ETH': 2000, 'USDT': 1}","{'BTC': 0.5, 'ETH': 0.5, 'USDT': 0.5}",estrategia_agresiva,"['BTC', 'ETH', 'USDT']",{},"[{'id': 'signal_0', 'status': 'filled', 'symbol': 'BTC/USDT', 'side': 'sell', 'amount': 699.5, 'price': None, 'execution_report': {'filled_qty': 699.5, 'avg_price': 100, 'fees': 0, 'slippage_bps': 0, 'latency_ms': 5, 'error_code': None, 'error_msg': None}}, {'id': 'signal_1', 'status': 'filled', 'symbol': 'ETH/USDT', 'side': 'sell', 'amount': 199.5, 'price': None, 'execution_report': {'filled_qty': 199.5, 'avg_price': 100, 'fees': 0, 'slippage_bps': 0, 'latency_ms': 5, 'error_code': None, 'error_msg': None}}, {'id': 'signal_2', 'status': 'filled', 'symbol': 'USDT/USDT', 'side': 'sell', 'amount': 99.5, 'price': None, 'execution_report': {'filled_qty': 99.5, 'avg_price': 100, 'fees': 0, 'slippage_bps': 0, 'latency_ms': 5, 'error_code': None, 'error_msg': None}}]","{'aprobado': True, 'motivo': None}",False,"{'active_orders': 3, 'pending_reports': 0, 'pending_alerts': 0}"
v1,39,1970-01-01T00:00:00Z,"{'BTC': 700.0, 'ETH': 200.0, 'USDT': 100.0}","{'BTC': 30000, 'ETH': 2000, 'USDT': 1}","{'BTC': 0.5, 'ETH': 0.5, 'USDT': 0.5}",estrategia_agresiva,"['BTC', 'ETH', 'USDT']",{},"[{'id': 'signal_0', 'status': 'filled', 'symbol': 'BTC/USDT', 'side': 'sell', 'amount': 699.5, 'price': None, 'execution_report': {'filled_qty': 699.5, 'avg_price': 100, 'fees': 0, 'slippage_bps': 0, 'latency_ms': 5, 'error_code': None, 'error_msg': None}}, {'id': 'signal_1', 'status': 'filled', 'symbol': 'ETH/USDT', 'side': 'sell', 'amount': 199.5, 'price': None, 'execution_report': {'filled_qty': 199.5, 'avg_price': 100, 'fees': 0, 'slippage_bps': 0, 'latency_ms': 5, 'error_code': None, 'error_msg': None}}, {'id': 'signal_2', 'status': 'filled', 'symbol': 'USDT/USDT', 'side': 'sell', 'amount': 99.5, 'price': None, 'execution_report': {'filled_qty': 99.5, 'avg_price': 100, 'fees': 0, 'slippage_bps': 0, 'latency_ms': 5, 'error_code': None, 'error_msg': None}}]","{'aprobado': True, 'motivo': None}",False,"{'active_orders': 3, 'pending_reports': 0, 'pending_alerts': 0}"
v1,40,1970-01-01T00:00:00Z,"{'BTC': 700.0, 'ETH': 200.0, 'USDT': 100.0}","{'BTC': 30000, 'ETH': 2000, 'USDT': 1}","{'BTC': 0.5, 'ETH': 0.5, 'USDT': 0.5}",estrategia_agresiva,"['BTC', 'ETH', 'USDT']",{},"[{'id': 'signal_0', 'status': 'filled', 'symbol': 'BTC/USDT', 'side': 'sell', 'amount': 699.5, 'price': None, 'execution_report': {'filled_qty': 699.5, 'avg_price': 100, 'fees': 0, 'slippage_bps': 0, 'latency_ms': 5, 'error_code': None, 'error_msg': None}}, {'id': 'signal_1', 'status': 'filled', 'symbol': 'ETH/USDT', 'side': 'sell', 'amount': 199.5, 'price': None, 'execution_report': {'filled_qty': 199.5, 'avg_price': 100, 'fees': 0, 'slippage_bps': 0, 'latency_ms': 5, 'error_code': None, 'error_msg': None}}, {'id': 'signal_2', 'status': 'filled', 'symbol': 'USDT/USDT', 'side': 'sell', 'amount': 99.5, 'price': None, 'execution_report': {'filled_qty': 99.5, 'avg_price': 100, 'fees': 0, 'slippage_bps': 0, 'latency_ms': 5, 'error_code': None, 'error_msg': None}}]","{'aprobado': True, 'motivo': None}",False,"{'active_orders': 3, 'pending_reports': 0, 'pending_alerts': 0}"
v1,41,1970-01-01T00:00:00Z,"{'BTC': 700.0, 'ETH': 200.0, 'USDT': 100.0}","{'BTC': 30000, 'ETH': 2000, 'USDT': 1}","{'BTC': 0.5, 'ETH': 0.5, 'USDT': 0.5}",estrategia_agresiva,"['BTC', 'ETH', 'USDT']",{},"[{'id': 'signal_0', 'status': 'filled', 'symbol': 'BTC/USDT', 'side': 'sell', 'amount': 699.5, 'price': None, 'execution_report': {'filled_qty': 699.5, 'avg_price': 100, 'fees': 0, 'slippage_bps': 0, 'latency_ms': 5, 'error_code': None, 'error_msg': None}}, {'id': 'signal_1', 'status': 'filled', 'symbol': 'ETH/USDT', 'side': 'sell', 'amount': 199.5, 'price': None, 'execution_report': {'filled_qty': 199.5, 'avg_price': 100, 'fees': 0, 'slippage_bps': 0, 'latency_ms': 5, 'error_code': None, 'error_msg': None}}, {'id': 'signal_2', 'status': 'filled', 'symbol': 'USDT/USDT', 'side': 'sell', 'amount': 99.5, 'price': None, 'execution_report': {'filled_qty': 99.5, 'avg_price': 100, 'fees': 0, 'slippage_bps': 0, 'latency_ms': 5, 'error_code': None, 'error_msg': None}}]","{'aprobado': True, 'motivo': None}",False,"{'active_orders': 3, 'pending_reports': 0, 'pending_alerts': 0}"
v1,42,1970-01-01T00:00:00Z,"{'BTC': 700.0, 'ETH': 200.0, 'USDT': 100.0}","{'BTC': 30000, 'ETH': 2000, 'USDT': 1}","{'BTC': 0.5, 'ETH': 0.5, 'USDT': 0.5}",estrategia_agresiva,"['BTC', 'ETH', 'USDT']",{},"[{'id': 'signal_0', 'status': 'filled', 'symbol': 'BTC/USDT', 'side': 'sell', 'amount': 699.5, 'price': None, 'execution_report': {'filled_qty': 699.5, 'avg_price': 100, 'fees': 0, 'slippage_bps': 0, 'latency_ms': 5, 'error_code': None, 'error_msg': None}}, {'id': 'signal_1', 'status': 'filled', 'symbol': 'ETH/USDT', 'side': 'sell', 'amount': 199.5, 'price': None, 'execution_report': {'filled_qty': 199.5, 'avg_price': 100, 'fees': 0, 'slippage_bps': 0, 'latency_ms': 5, 'error_code': None, 'error_msg': None}}, {'id': 'signal_2', 'status': 'filled', 'symbol': 'USDT/USDT', 'side': 'sell', 'amount': 99.5, 'price': None, 'execution_report': {'filled_qty': 99.5, 'avg_price': 100, 'fees': 0, 'slippage_bps': 0, 'latency_ms': 5, 'error_code': None, 'error_msg': None}}]","{'aprobado': True, 'motivo': None}",False,"{'active_orders': 3, 'pending_reports': 0, 'pending_alerts': 0}"
v1,43,1970-01-01T00:00:00Z,"{'BTC': 700.0, 'ETH': 200.0, 'USDT': 100.0}","{'BTC': 30000, 'ETH': 2000, 'USDT': 1}","{'BTC': 0.5, 'ETH': 0.5, 'USDT': 0.5}",estrategia_agresiva,"['BTC', 'ETH', 'USDT']",{},"[{'id': 'signal_0', 'status': 'filled', 'symbol': 'BTC/USDT', 'side': 'sell', 'amount': 699.5, 'price': None, 'execution_report': {'filled_qty': 699.5, 'avg_price': 100, 'fees': 0, 'slippage_bps': 0, 'latency_ms': 5, 'error_code': None, 'error_msg': None}}, {'id': 'signal_1', 'status': 'filled', 'symbol': 'ETH/USDT', 'side': 'sell', 'amount': 199.5, 'price': None, 'execution_report': {'filled_qty': 199.5, 'avg_price': 100, 'fees': 0, 'slippage_bps': 0, 'latency_ms': 5, 'error_code': None, 'error_msg': None}}, {'id': 'signal_2', 'status': 'filled', 'symbol': 'USDT/USDT', 'side': 'sell', 'amount': 99.5, 'price': None, 'execution_report': {'filled_qty': 99.5, 'avg_price': 100, 'fees': 0, 'slippage_bps': 0, 'latency_ms': 5, 'error_code': None, 'error_msg': None}}]","{'aprobado': True, 'motivo': None}",False,"{'active_orders': 3, 'pending_reports': 0, 'pending_alerts': 0}"
v1,44,1970-01-01T00:00:00Z,"{'BTC': 700.0, 'ETH': 200.0, 'USDT': 100.0}","{'BTC': 30000, 'ETH': 2000, 'USDT': 1}","{'BTC': 0.5, 'ETH': 0.5, 'USDT': 0.5}",estrategia_agresiva,"['BTC', 'ETH', 'USDT']",{},"[{'id': 'signal_0', 'status': 'filled', 'symbol': 'BTC/USDT', 'side': 'sell', 'amount': 699.5, 'price': None, 'execution_report': {'filled_qty': 699.5, 'avg_price': 100, 'fees': 0, 'slippage_bps': 0, 'latency_ms': 5, 'error_code': None, 'error_msg': None}}, {'id': 'signal_1', 'status': 'filled', 'symbol': 'ETH/USDT', 'side': 'sell', 'amount': 199.5, 'price': None, 'execution_report': {'filled_qty': 199.5, 'avg_price': 100, 'fees': 0, 'slippage_bps': 0, 'latency_ms': 5, 'error_code': None, 'error_msg': None}}, {'id': 'signal_2', 'status': 'filled', 'symbol': 'USDT/USDT', 'side': 'sell', 'amount': 99.5, 'price': None, 'execution_report': {'filled_qty': 99.5, 'avg_price': 100, 'fees': 0, 'slippage_bps': 0, 'latency_ms': 5, 'error_code': None, 'error_msg': None}}]","{'aprobado': True, 'motivo': None}",False,"{'active_orders': 3, 'pending_reports': 0, 'pending_alerts': 0}"
