version,ciclo_id,ts,portfolio,mercado,exposicion,estrategia,universo,senales,ordenes,riesgo,deriva
v1,17,1970-01-01T00:00:00Z,"{'BTC': 700.0, 'ETH': 200.0, 'USDT': 100.0}","{'BTC': 113991.76, 'ETH': 4333.13, 'USDT': 1}","{'BTC': 0.5, 'ETH': 0.5, 'USDT': 0.5}",estrategia_agresiva,"['BTC', 'ETH', 'USDT']",{},"[{'status': 'rejected', 'orden': {'symbol': 'BTC/USDT', 'side': 'sell', 'amount': 699.5, 'type': 'market', 'price': None}}, {'status': 'rejected', 'orden': {'symbol': 'ETH/USDT', 'side': 'sell', 'amount': 199.5, 'type': 'market', 'price': None}}, {'status': 'error', 'message': 'binance does not have market symbol USDT/USDT'}]","{'aprobado': True, 'motivo': None}",False
v1,18,1970-01-01T00:00:00Z,"{'BTC': 700.0, 'ETH': 200.0, 'USDT': 100.0}","{'BTC': 113962.24, 'ETH': 4331.96, 'USDT': 1}","{'BTC': 0.5, 'ETH': 0.5, 'USDT': 0.5}",estrategia_agresiva,"['BTC', 'ETH', 'USDT']",{},"[{'status': 'rejected', 'orden': {'symbol': 'BTC/USDT', 'side': 'sell', 'amount': 699.5, 'type': 'market', 'price': None}}, {'status': 'rejected', 'orden': {'symbol': 'ETH/USDT', 'side': 'sell', 'amount': 199.5, 'type': 'market', 'price': None}}, {'status': 'error', 'message': 'binance does not have market symbol USDT/USDT'}]","{'aprobado': True, 'motivo': None}",False
v1,19,1970-01-01T00:00:00Z,"{'BTC': 700.0, 'ETH': 200.0, 'USDT': 100.0}","{'BTC': 113962.24, 'ETH': 4331.96, 'USDT': 1}","{'BTC': 0.5, 'ETH': 0.5, 'USDT': 0.5}",estrategia_agresiva,"['BTC', 'ETH', 'USDT']",{},"[{'status': 'rejected', 'orden': {'symbol': 'BTC/USDT', 'side': 'sell', 'amount': 699.5, 'type': 'market', 'price': None}}, {'status': 'rejected', 'orden': {'symbol': 'ETH/USDT', 'side': 'sell', 'amount': 199.5, 'type': 'market', 'price': None}}, {'status': 'error', 'message': 'binance does not have market symbol USDT/USDT'}]","{'aprobado': True, 'motivo': None}",False
v1,20,1970-01-01T00:00:00Z,"{'BTC': 700.0, 'ETH': 200.0, 'USDT': 100.0}","{'BTC': 114002.27, 'ETH': 4334.77, 'USDT': 1}","{'BTC': 0.5, 'ETH': 0.5, 'USDT': 0.5}",estrategia_agresiva,"['BTC', 'ETH', 'USDT']",{},"[{'status': 'rejected', 'orden': {'symbol': 'BTC/USDT', 'side': 'sell', 'amount': 699.5, 'type': 'market', 'price': None}}, {'status': 'rejected', 'orden': {'symbol': 'ETH/USDT', 'side': 'sell', 'amount': 199.5, 'type': 'market', 'price': None}}, {'status': 'error', 'message': 'binance does not have market symbol USDT/USDT'}]","{'aprobado': True, 'motivo': None}",False
v1,21,1970-01-01T00:00:00Z,"{'BTC': 700.0, 'ETH': 200.0, 'USDT': 100.0}","{'BTC': 114002.28, 'ETH': 4336.84, 'USDT': 1}","{'BTC': 0.5, 'ETH': 0.5, 'USDT': 0.5}",estrategia_agresiva,"['BTC', 'ETH', 'USDT']",{},"[{'status': 'rejected', 'orden': {'symbol': 'BTC/USDT', 'side': 'sell', 'amount': 699.5, 'type': 'market', 'price': None}}, {'status': 'rejected', 'orden': {'symbol': 'ETH/USDT', 'side': 'sell', 'amount': 199.5, 'type': 'market', 'price': None}}, {'status': 'error', 'message': 'binance does not have market symbol USDT/USDT'}]","{'aprobado': True, 'motivo': None}",False
v1,22,1970-01-01T00:00:00Z,"{'BTC': 700.0, 'ETH': 200.0, 'USDT': 100.0}","{'BTC': 114025.97, 'ETH': 4336.84, 'USDT': 1}","{'BTC': 0.5, 'ETH': 0.5, 'USDT': 0.5}",estrategia_agresiva,"['BTC', 'ETH', 'USDT']",{},"[{'status': 'rejected', 'orden': {'symbol': 'BTC/USDT', 'side': 'sell', 'amount': 699.5, 'type': 'market', 'price': None}}, {'status': 'rejected', 'orden': {'symbol': 'ETH/USDT', 'side': 'sell', 'amount': 199.5, 'type': 'market', 'price': None}}, {'status': 'error', 'message': 'binance does not have market symbol USDT/USDT'}]","{'aprobado': True, 'motivo': None}",False
v1,23,1970-01-01T00:00:00Z,"{'BTC': 700.0, 'ETH': 200.0, 'USDT': 100.0}","{'BTC': 114039.56, 'ETH': 4338.35, 'USDT': 1}","{'BTC': 0.5, 'ETH': 0.5, 'USDT': 0.5}",estrategia_agresiva,"['BTC', 'ETH', 'USDT']",{},"[{'status': 'rejected', 'orden': {'symbol': 'BTC/USDT', 'side': 'sell', 'amount': 699.5, 'type': 'market', 'price': None}}, {'status': 'rejected', 'orden': {'symbol': 'ETH/USDT', 'side': 'sell', 'amount': 199.5, 'type': 'market', 'price': None}}, {'status': 'error', 'message': 'binance does not have market symbol USDT/USDT'}]","{'aprobado': True, 'motivo': None}",False
v1,24,1970-01-01T00:00:00Z,"{'BTC': 700.0, 'ETH': 200.0, 'USDT': 100.0}","{'BTC': 114039.55, 'ETH': 4338.35, 'USDT': 1}","{'BTC': 0.5, 'ETH': 0.5, 'USDT': 0.5}",estrategia_agresiva,"['BTC', 'ETH', 'USDT']",{},"[{'status': 'rejected', 'orden': {'symbol': 'BTC/USDT', 'side': 'sell', 'amount': 699.5, 'type': 'market', 'price': None}}, {'status': 'rejected', 'orden': {'symbol': 'ETH/USDT', 'side': 'sell', 'amount': 199.5, 'type': 'market', 'price': None}}, {'status': 'error', 'message': 'binance does not have market symbol USDT/USDT'}]","{'aprobado': True, 'motivo': None}",False
v1,25,1970-01-01T00:00:00Z,"{'BTC': 700.0, 'ETH': 200.0, 'USDT': 100.0}","{'BTC': 114030.0, 'ETH': 4337.28, 'USDT': 1}","{'BTC': 0.5, 'ETH': 0.5, 'USDT': 0.5}",estrategia_agresiva,"['BTC', 'ETH', 'USDT']",{},"[{'status': 'rejected', 'orden': {'symbol': 'BTC/USDT', 'side': 'sell', 'amount': 699.5, 'type': 'market', 'price': None}}, {'status': 'rejected', 'orden': {'symbol': 'ETH/USDT', 'side': 'sell', 'amount': 199.5, 'type': 'market', 'price': None}}, {'status': 'error', 'message': 'binance does not have market symbol USDT/USDT'}]","{'aprobado': True, 'motivo': None}",False
v1,26,1970-01-01T00:00:00Z,"{'BTC': 700.0, 'ETH': 200.0, 'USDT': 100.0}","{'BTC': 114030.01, 'ETH': 4337.29, 'USDT': 1}","{'BTC': 0.5, 'ETH': 0.5, 'USDT': 0.5}",estrategia_agresiva,"['BTC', 'ETH', 'USDT']",{},"[{'status': 'rejected', 'orden': {'symbol': 'BTC/USDT', 'side': 'sell', 'amount': 699.5, 'type': 'market', 'price': None}}, {'status': 'rejected', 'orden': {'symbol': 'ETH/USDT', 'side': 'sell', 'amount': 199.5, 'type': 'market', 'price': None}}, {'status': 'error', 'message': 'binance does not have market symbol USDT/USDT'}]","{'aprobado': True, 'motivo': None}",False
v1,27,1970-01-01T00:00:00Z,"{'BTC': 700.0, 'ETH': 200.0, 'USDT': 100.0}","{'BTC': 114025.96, 'ETH': 4336.91, 'USDT': 1}","{'BTC': 0.5, 'ETH': 0.5, 'USDT': 0.5}",estrategia_agresiva,"['BTC', 'ETH', 'USDT']",{},"[{'status': 'rejected', 'orden': {'symbol': 'BTC/USDT', 'side': 'sell', 'amount': 699.5, 'type': 'market', 'price': None}}, {'status': 'rejected', 'orden': {'symbol': 'ETH/USDT', 'side': 'sell', 'amount': 199.5, 'type': 'market', 'price': None}}, {'status': 'error', 'message': 'binance does not have market symbol USDT/USDT'}]","{'aprobado': True, 'motivo': None}",False
v1,28,1970-01-01T00:00:00Z,"{'BTC': 700.0, 'ETH': 200.0, 'USDT': 100.0}","{'BTC': 114025.96, 'ETH': 4336.92, 'USDT': 1}","{'BTC': 0.5, 'ETH': 0.5, 'USDT': 0.5}",estrategia_agresiva,"['BTC', 'ETH', 'USDT']",{},"[{'status': 'rejected', 'orden': {'symbol': 'BTC/USDT', 'side': 'sell', 'amount': 699.5, 'type': 'market', 'price': None}}, {'status': 'rejected', 'orden': {'symbol': 'ETH/USDT', 'side': 'sell', 'amount': 199.5, 'type': 'market', 'price': None}}, {'status': 'error', 'message': 'binance does not have market symbol USDT/USDT'}]","{'aprobado': True, 'motivo': None}",False
v1,29,1970-01-01T00:00:00Z,"{'BTC': 700.0, 'ETH': 200.0, 'USDT': 100.0}","{'BTC': 114042.4, 'ETH': 4339.52, 'USDT': 1}","{'BTC': 0.5, 'ETH': 0.5, 'USDT': 0.5}",estrategia_agresiva,"['BTC', 'ETH', 'USDT']",{},"[{'status': 'rejected', 'orden': {'symbol': 'BTC/USDT', 'side': 'sell', 'amount': 699.5, 'type': 'market', 'price': None}}, {'status': 'rejected', 'orden': {'symbol': 'ETH/USDT', 'side': 'sell', 'amount': 199.5, 'type': 'market', 'price': None}}, {'status': 'error', 'message': 'binance does not have market symbol USDT/USDT'}]","{'aprobado': True, 'motivo': None}",False
v1,30,1970-01-01T00:00:00Z,"{'BTC': 700.0, 'ETH': 200.0, 'USDT': 100.0}","{'BTC': 114104.72, 'ETH': 4345.08, 'USDT': 1}","{'BTC': 0.5, 'ETH': 0.5, 'USDT': 0.5}",estrategia_agresiva,"['BTC', 'ETH', 'USDT']",{},"[{'status': 'rejected', 'orden': {'symbol': 'BTC/USDT', 'side': 'sell', 'amount': 699.5, 'type': 'market', 'price': None}}, {'status': 'rejected', 'orden': {'symbol': 'ETH/USDT', 'side': 'sell', 'amount': 199.5, 'type': 'market', 'price': None}}, {'status': 'error', 'message': 'binance does not have market symbol USDT/USDT'}]","{'aprobado': True, 'motivo': None}",False
v1,31,1970-01-01T00:00:00Z,"{'BTC': 700.0, 'ETH': 200.0, 'USDT': 100.0}","{'BTC': 114104.72, 'ETH': 4345.08, 'USDT': 1}","{'BTC': 0.5, 'ETH': 0.5, 'USDT': 0.5}",estrategia_agresiva,"['BTC', 'ETH', 'USDT']",{},"[{'status': 'rejected', 'orden': {'symbol': 'BTC/USDT', 'side': 'sell', 'amount': 699.5, 'type': 'market', 'price': None}}, {'status': 'rejected', 'orden': {'symbol': 'ETH/USDT', 'side': 'sell', 'amount': 199.5, 'type': 'market', 'price': None}}, {'status': 'error', 'message': 'binance does not have market symbol USDT/USDT'}]","{'aprobado': True, 'motivo': None}",False
v1,32,1970-01-01T00:00:00Z,"{'BTC': 700.0, 'ETH': 200.0, 'USDT': 100.0}","{'BTC': 114120.01, 'ETH': 4346.19, 'USDT': 1}","{'BTC': 0.5, 'ETH': 0.5, 'USDT': 0.5}",estrategia_agresiva,"['BTC', 'ETH', 'USDT']",{},"[{'status': 'rejected', 'orden': {'symbol': 'BTC/USDT', 'side': 'sell', 'amount': 699.5, 'type': 'market', 'price': None}}, {'status': 'rejected', 'orden': {'symbol': 'ETH/USDT', 'side': 'sell', 'amount': 199.5, 'type': 'market', 'price': None}}, {'status': 'error', 'message': 'binance does not have market symbol USDT/USDT'}]","{'aprobado': True, 'motivo': None}",False
v1,33,1970-01-01T00:00:00Z,"{'BTC': 700.0, 'ETH': 200.0, 'USDT': 100.0}","{'BTC': 114120.01, 'ETH': 4344.34, 'USDT': 1}","{'BTC': 0.5, 'ETH': 0.5, 'USDT': 0.5}",estrategia_agresiva,"['BTC', 'ETH', 'USDT']",{},"[{'status': 'rejected', 'orden': {'symbol': 'BTC/USDT', 'side': 'sell', 'amount': 699.5, 'type': 'market', 'price': None}}, {'status': 'rejected', 'orden': {'symbol': 'ETH/USDT', 'side': 'sell', 'amount': 199.5, 'type': 'market', 'price': None}}, {'status': 'error', 'message': 'binance does not have market symbol USDT/USDT'}]","{'aprobado': True, 'motivo': None}",False
v1,34,1970-01-01T00:00:00Z,"{'BTC': 700.0, 'ETH': 200.0, 'USDT': 100.0}","{'BTC': 114102.56, 'ETH': 4344.35, 'USDT': 1}","{'BTC': 0.5, 'ETH': 0.5, 'USDT': 0.5}",estrategia_agresiva,"['BTC', 'ETH', 'USDT']",{},"[{'status': 'rejected', 'orden': {'symbol': 'BTC/USDT', 'side': 'sell', 'amount': 699.5, 'type': 'market', 'price': None}}, {'status': 'rejected', 'orden': {'symbol': 'ETH/USDT', 'side': 'sell', 'amount': 199.5, 'type': 'market', 'price': None}}, {'status': 'error', 'message': 'binance does not have market symbol USDT/USDT'}]","{'aprobado': True, 'motivo': None}",False
v1,35,1970-01-01T00:00:00Z,"{'BTC': 700.0, 'ETH': 200.0, 'USDT': 100.0}","{'BTC': 114102.56, 'ETH': 4343.34, 'USDT': 1}","{'BTC': 0.5, 'ETH': 0.5, 'USDT': 0.5}",estrategia_agresiva,"['BTC', 'ETH', 'USDT']",{},"[{'status': 'rejected', 'orden': {'symbol': 'BTC/USDT', 'side': 'sell', 'amount': 699.5, 'type': 'market', 'price': None}}, {'status': 'rejected', 'orden': {'symbol': 'ETH/USDT', 'side': 'sell', 'amount': 199.5, 'type': 'market', 'price': None}}, {'status': 'error', 'message': 'binance does not have market symbol USDT/USDT'}]","{'aprobado': True, 'motivo': None}",False
v1,36,1970-01-01T00:00:00Z,"{'BTC': 700.0, 'ETH': 200.0, 'USDT': 100.0}","{'BTC': 114102.56, 'ETH': 4343.33, 'USDT': 1}","{'BTC': 0.5, 'ETH': 0.5, 'USDT': 0.5}",estrategia_agresiva,"['BTC', 'ETH', 'USDT']",{},"[{'status': 'rejected', 'orden': {'symbol': 'BTC/USDT', 'side': 'sell', 'amount': 699.5, 'type': 'market', 'price': None}}, {'status': 'rejected', 'orden': {'symbol': 'ETH/USDT', 'side': 'sell', 'amount': 199.5, 'type': 'market', 'price': None}}, {'status': 'error', 'message': 'binance does not have market symbol USDT/USDT'}]","{'aprobado': True, 'motivo': None}",False
v1,37,1970-01-01T00:00:00Z,"{'BTC': 700.0, 'ETH': 200.0, 'USDT': 100.0}","{'BTC': 114133.82, 'ETH': 4344.9, 'USDT': 1}","{'BTC': 0.5, 'ETH': 0.5, 'USDT': 0.5}",estrategia_agresiva,"['BTC', 'ETH', 'USDT']",{},"[{'status': 'rejected', 'orden': {'symbol': 'BTC/USDT', 'side': 'sell', 'amount': 699.5, 'type': 'market', 'price': None}}, {'status': 'rejected', 'orden': {'symbol': 'ETH/USDT', 'side': 'sell', 'amount': 199.5, 'type': 'market', 'price': None}}, {'status': 'error', 'message': 'binance does not have market symbol USDT/USDT'}]","{'aprobado': True, 'motivo': None}",False
v1,38,1970-01-01T00:00:00Z,"{'BTC': 700.0, 'ETH': 200.0, 'USDT': 100.0}","{'BTC': 114133.82, 'ETH': 4344.9, 'USDT': 1}","{'BTC': 0.5, 'ETH': 0.5, 'USDT': 0.5}",estrategia_agresiva,"['BTC', 'ETH', 'USDT']",{},"[{'status': 'rejected', 'orden': {'symbol': 'BTC/USDT', 'side': 'sell', 'amount': 699.5, 'type': 'market', 'price': None}}, {'status': 'rejected', 'orden': {'symbol': 'ETH/USDT', 'side': 'sell', 'amount': 199.5, 'type': 'market', 'price': None}}, {'status': 'error', 'message': 'binance does not have market symbol USDT/USDT'}]","{'aprobado': True, 'motivo': None}",False
v1,39,1970-01-01T00:00:00Z,"{'BTC': 700.0, 'ETH': 200.0, 'USDT': 100.0}","{'BTC': 114135.89, 'ETH': 4346.94, 'USDT': 1}","{'BTC': 0.5, 'ETH': 0.5, 'USDT': 0.5}",estrategia_agresiva,"['BTC', 'ETH', 'USDT']",{},"[{'status': 'rejected', 'orden': {'symbol': 'BTC/USDT', 'side': 'sell', 'amount': 699.5, 'type': 'market', 'price': None}}, {'status': 'rejected', 'orden': {'symbol': 'ETH/USDT', 'side': 'sell', 'amount': 199.5, 'type': 'market', 'price': None}}, {'status': 'error', 'message': 'binance does not have market symbol USDT/USDT'}]","{'aprobado': True, 'motivo': None}",False
v1,40,1970-01-01T00:00:00Z,"{'BTC': 700.0, 'ETH': 200.0, 'USDT': 100.0}","{'BTC': 114135.88, 'ETH': 4341.01, 'USDT': 1}","{'BTC': 0.5, 'ETH': 0.5, 'USDT': 0.5}",estrategia_agresiva,"['BTC', 'ETH', 'USDT']",{},"[{'status': 'rejected', 'orden': {'symbol': 'BTC/USDT', 'side': 'sell', 'amount': 699.5, 'type': 'market', 'price': None}}, {'status': 'rejected', 'orden': {'symbol': 'ETH/USDT', 'side': 'sell', 'amount': 199.5, 'type': 'market', 'price': None}}, {'status': 'error', 'message': 'binance does not have market symbol USDT/USDT'}]","{'aprobado': True, 'motivo': None}",False
v1,41,1970-01-01T00:00:00Z,"{'BTC': 700.0, 'ETH': 200.0, 'USDT': 100.0}","{'BTC': 114123.45, 'ETH': 4341.02, 'USDT': 1}","{'BTC': 0.5, 'ETH': 0.5, 'USDT': 0.5}",estrategia_agresiva,"['BTC', 'ETH', 'USDT']",{},"[{'status': 'rejected', 'orden': {'symbol': 'BTC/USDT', 'side': 'sell', 'amount': 699.5, 'type': 'market', 'price': None}}, {'status': 'rejected', 'orden': {'symbol': 'ETH/USDT', 'side': 'sell', 'amount': 199.5, 'type': 'market', 'price': None}}, {'status': 'error', 'message': 'binance does not have market symbol USDT/USDT'}]","{'aprobado': True, 'motivo': None}",False
v1,42,1970-01-01T00:00:00Z,"{'BTC': 700.0, 'ETH': 200.0, 'USDT': 100.0}","{'BTC': 114141.18, 'ETH': 4341.01, 'USDT': 1}","{'BTC': 0.5, 'ETH': 0.5, 'USDT': 0.5}",estrategia_agresiva,"['BTC', 'ETH', 'USDT']",{},"[{'status': 'rejected', 'orden': {'symbol': 'BTC/USDT', 'side': 'sell', 'amount': 699.5, 'type': 'market', 'price': None}}, {'status': 'rejected', 'orden': {'symbol': 'ETH/USDT', 'side': 'sell', 'amount': 199.5, 'type': 'market', 'price': None}}, {'status': 'error', 'message': 'binance does not have market symbol USDT/USDT'}]","{'aprobado': True, 'motivo': None}",False
v1,43,1970-01-01T00:00:00Z,"{'BTC': 700.0, 'ETH': 200.0, 'USDT': 100.0}","{'BTC': 114141.19, 'ETH': 4342.49, 'USDT': 1}","{'BTC': 0.5, 'ETH': 0.5, 'USDT': 0.5}",estrategia_agresiva,"['BTC', 'ETH', 'USDT']",{},"[{'status': 'rejected', 'orden': {'symbol': 'BTC/USDT', 'side': 'sell', 'amount': 699.5, 'type': 'market', 'price': None}}, {'status': 'rejected', 'orden': {'symbol': 'ETH/USDT', 'side': 'sell', 'amount': 199.5, 'type': 'market', 'price': None}}, {'status': 'error', 'message': 'binance does not have market symbol USDT/USDT'}]","{'aprobado': True, 'motivo': None}",False
v1,44,1970-01-01T00:00:00Z,"{'BTC': 700.0, 'ETH': 200.0, 'USDT': 100.0}","{'BTC': 114135.9, 'ETH': 4340.56, 'USDT': 1}","{'BTC': 0.5, 'ETH': 0.5, 'USDT': 0.5}",estrategia_agresiva,"['BTC', 'ETH', 'USDT']",{},"[{'status': 'rejected', 'orden': {'symbol': 'BTC/USDT', 'side': 'sell', 'amount': 699.5, 'type': 'market', 'price': None}}, {'status': 'rejected', 'orden': {'symbol': 'ETH/USDT', 'side': 'sell', 'amount': 199.5, 'type': 'market', 'price': None}}, {'status': 'error', 'message': 'binance does not have market symbol USDT/USDT'}]","{'aprobado': True, 'motivo': None}",False
v1,45,1970-01-01T00:00:00Z,"{'BTC': 700.0, 'ETH': 200.0, 'USDT': 100.0}","{'BTC': 114135.9, 'ETH': 4341.68, 'USDT': 1}","{'BTC': 0.5, 'ETH': 0.5, 'USDT': 0.5}",estrategia_agresiva,"['BTC', 'ETH', 'USDT']",{},"[{'status': 'rejected', 'orden': {'symbol': 'BTC/USDT', 'side': 'sell', 'amount': 699.5, 'type': 'market', 'price': None}}, {'status': 'rejected', 'orden': {'symbol': 'ETH/USDT', 'side': 'sell', 'amount': 199.5, 'type': 'market', 'price': None}}, {'status': 'error', 'message': 'binance does not have market symbol USDT/USDT'}]","{'aprobado': True, 'motivo': None}",False
v1,46,1970-01-01T00:00:00Z,"{'BTC': 700.0, 'ETH': 200.0, 'USDT': 100.0}","{'BTC': 114135.89, 'ETH': 4341.67, 'USDT': 1}","{'BTC': 0.5, 'ETH': 0.5, 'USDT': 0.5}",estrategia_agresiva,"['BTC', 'ETH', 'USDT']",{},"[{'status': 'rejected', 'orden': {'symbol': 'BTC/USDT', 'side': 'sell', 'amount': 699.5, 'type': 'market', 'price': None}}, {'status': 'rejected', 'orden': {'symbol': 'ETH/USDT', 'side': 'sell', 'amount': 199.5, 'type': 'market', 'price': None}}, {'status': 'error', 'message': 'binance does not have market symbol USDT/USDT'}]","{'aprobado': True, 'motivo': None}",False
v1,47,1970-01-01T00:00:00Z,"{'BTC': 700.0, 'ETH': 200.0, 'USDT': 100.0}","{'BTC': 114135.89, 'ETH': 4341.99, 'USDT': 1}","{'BTC': 0.5, 'ETH': 0.5, 'USDT': 0.5}",estrategia_agresiva,"['BTC', 'ETH', 'USDT']",{},"[{'status': 'rejected', 'orden': {'symbol': 'BTC/USDT', 'side': 'sell', 'amount': 699.5, 'type': 'market', 'price': None}}, {'status': 'rejected', 'orden': {'symbol': 'ETH/USDT', 'side': 'sell', 'amount': 199.5, 'type': 'market', 'price': None}}, {'status': 'error', 'message': 'binance does not have market symbol USDT/USDT'}]","{'aprobado': True, 'motivo': None}",False
v1,48,1970-01-01T00:00:00Z,"{'BTC': 700.0, 'ETH': 200.0, 'USDT': 100.0}","{'BTC': 114136.01, 'ETH': 4341.98, 'USDT': 1}","{'BTC': 0.5, 'ETH': 0.5, 'USDT': 0.5}",estrategia_agresiva,"['BTC', 'ETH', 'USDT']",{},"[{'status': 'rejected', 'orden': {'symbol': 'BTC/USDT', 'side': 'sell', 'amount': 699.5, 'type': 'market', 'price': None}}, {'status': 'rejected', 'orden': {'symbol': 'ETH/USDT', 'side': 'sell', 'amount': 199.5, 'type': 'market', 'price': None}}, {'status': 'error', 'message': 'binance does not have market symbol USDT/USDT'}]","{'aprobado': True, 'motivo': None}",False
v1,49,1970-01-01T00:00:00Z,"{'BTC': 700.0, 'ETH': 200.0, 'USDT': 100.0}","{'BTC': 114136.01, 'ETH': 4343.1, 'USDT': 1}","{'BTC': 0.5, 'ETH': 0.5, 'USDT': 0.5}",estrategia_agresiva,"['BTC', 'ETH', 'USDT']",{},"[{'status': 'rejected', 'orden': {'symbol': 'BTC/USDT', 'side': 'sell', 'amount': 699.5, 'type': 'market', 'price': None}}, {'status': 'rejected', 'orden': {'symbol': 'ETH/USDT', 'side': 'sell', 'amount': 199.5, 'type': 'market', 'price': None}}, {'status': 'error', 'message': 'binance does not have market symbol USDT/USDT'}]","{'aprobado': True, 'motivo': None}",False
v1,50,1970-01-01T00:00:00Z,"{'BTC': 700.0, 'ETH': 200.0, 'USDT': 100.0}","{'BTC': 114136.01, 'ETH': 4343.09, 'USDT': 1}","{'BTC': 0.5, 'ETH': 0.5, 'USDT': 0.5}",estrategia_agresiva,"['BTC', 'ETH', 'USDT']",{},"[{'status': 'rejected', 'orden': {'symbol': 'BTC/USDT', 'side': 'sell', 'amount': 699.5, 'type': 'market', 'price': None}}, {'status': 'rejected', 'orden': {'symbol': 'ETH/USDT', 'side': 'sell', 'amount': 199.5, 'type': 'market', 'price': None}}, {'status': 'error', 'message': 'binance does not have market symbol USDT/USDT'}]","{'aprobado': True, 'motivo': None}",False
v1,51,1970-01-01T00:00:00Z,"{'BTC': 700.0, 'ETH': 200.0, 'USDT': 100.0}","{'BTC': 114129.98, 'ETH': 4342.17, 'USDT': 1}","{'BTC': 0.5, 'ETH': 0.5, 'USDT': 0.5}",estrategia_agresiva,"['BTC', 'ETH', 'USDT']",{},"[{'status': 'rejected', 'orden': {'symbol': 'BTC/USDT', 'side': 'sell', 'amount': 699.5, 'type': 'market', 'price': None}}, {'status': 'rejected', 'orden': {'symbol': 'ETH/USDT', 'side': 'sell', 'amount': 199.5, 'type': 'market', 'price': None}}, {'status': 'error', 'message': 'binance does not have market symbol USDT/USDT'}]","{'aprobado': True, 'motivo': None}",False
v1,52,1970-01-01T00:00:00Z,"{'BTC': 700.0, 'ETH': 200.0, 'USDT': 100.0}","{'BTC': 114129.98, 'ETH': 4342.21, 'USDT': 1}","{'BTC': 0.5, 'ETH': 0.5, 'USDT': 0.5}",estrategia_agresiva,"['BTC', 'ETH', 'USDT']",{},"[{'status': 'rejected', 'orden': {'symbol': 'BTC/USDT', 'side': 'sell', 'amount': 699.5, 'type': 'market', 'price': None}}, {'status': 'rejected', 'orden': {'symbol': 'ETH/USDT', 'side': 'sell', 'amount': 199.5, 'type': 'market', 'price': None}}, {'status': 'error', 'message': 'binance does not have market symbol USDT/USDT'}]","{'aprobado': True, 'motivo': None}",False
v1,53,1970-01-01T00:00:00Z,"{'BTC': 700.0, 'ETH': 200.0, 'USDT': 100.0}","{'BTC': 114151.03, 'ETH': 4342.22, 'USDT': 1}","{'BTC': 0.5, 'ETH': 0.5, 'USDT': 0.5}",estrategia_agresiva,"['BTC', 'ETH', 'USDT']",{},"[{'status': 'rejected', 'orden': {'symbol': 'BTC/USDT', 'side': 'sell', 'amount': 699.5, 'type': 'market', 'price': None}}, {'status': 'rejected', 'orden': {'symbol': 'ETH/USDT', 'side': 'sell', 'amount': 199.5, 'type': 'market', 'price': None}}, {'status': 'error', 'message': 'binance does not have market symbol USDT/USDT'}]","{'aprobado': True, 'motivo': None}",False
v1,54,1970-01-01T00:00:00Z,"{'BTC': 700.0, 'ETH': 200.0, 'USDT': 100.0}","{'BTC': 114156.82, 'ETH': 4343.19, 'USDT': 1}","{'BTC': 0.5, 'ETH': 0.5, 'USDT': 0.5}",estrategia_agresiva,"['BTC', 'ETH', 'USDT']",{},"[{'status': 'rejected', 'orden': {'symbol': 'BTC/USDT', 'side': 'sell', 'amount': 699.5, 'type': 'market', 'price': None}}, {'status': 'rejected', 'orden': {'symbol': 'ETH/USDT', 'side': 'sell', 'amount': 199.5, 'type': 'market', 'price': None}}, {'status': 'error', 'message': 'binance does not have market symbol USDT/USDT'}]","{'aprobado': True, 'motivo': None}",False
v1,55,1970-01-01T00:00:00Z,"{'BTC': 700.0, 'ETH': 200.0, 'USDT': 100.0}","{'BTC': 114156.81, 'ETH': 4343.2, 'USDT': 1}","{'BTC': 0.5, 'ETH': 0.5, 'USDT': 0.5}",estrategia_agresiva,"['BTC', 'ETH', 'USDT']",{},"[{'status': 'rejected', 'orden': {'symbol': 'BTC/USDT', 'side': 'sell', 'amount': 699.5, 'type': 'market', 'price': None}}, {'status': 'rejected', 'orden': {'symbol': 'ETH/USDT', 'side': 'sell', 'amount': 199.5, 'type': 'market', 'price': None}}, {'status': 'error', 'message': 'binance does not have market symbol USDT/USDT'}]","{'aprobado': True, 'motivo': None}",False
v1,56,1970-01-01T00:00:00Z,"{'BTC': 700.0, 'ETH': 200.0, 'USDT': 100.0}","{'BTC': 114156.81, 'ETH': 4344.23, 'USDT': 1}","{'BTC': 0.5, 'ETH': 0.5, 'USDT': 0.5}",estrategia_agresiva,"['BTC', 'ETH', 'USDT']",{},"[{'status': 'rejected', 'orden': {'symbol': 'BTC/USDT', 'side': 'sell', 'amount': 699.5, 'type': 'market', 'price': None}}, {'status': 'rejected', 'orden': {'symbol': 'ETH/USDT', 'side': 'sell', 'amount': 199.5, 'type': 'market', 'price': None}}, {'status': 'error', 'message': 'binance does not have market symbol USDT/USDT'}]","{'aprobado': True, 'motivo': None}",False
