timestamp,symbol,side,quantity,price,filled_price,commission,pnl,status,order_id,cycle_id,strategy,reason
2026-01-10 19:48:59.096084,BTCUSDT,buy,0.013247300945228,90584.49,90584.49,1.2,0.0,filled,paper_1768070939,,portfolio_manager_simulated,L3_initial_rebalance
2026-01-10 19:48:59.098097,ETHUSDT,buy,0.2909655205858106,3093.15,3093.15,0.9000000000000001,0.0,filled,paper_1768070939,,portfolio_manager_simulated,L3_initial_rebalance
2026-01-10 19:48:59.578655,BTCUSDT,buy,0.0002706055970508,90584.49,90584.49,0.0245126699999999,0.0,filled,paper_1768070939,,portfolio_manager_simulated,
2026-01-10 19:48:59.578655,ETHUSDT,buy,0.0079248242083313,3093.15,3093.15,0.02451267,0.0,filled,paper_1768070939,,portfolio_manager_simulated,
2026-01-10 19:49:09.993760,BTCUSDT,buy,0.0002558157563863,90584.49,90584.49,0.0231729398262179,0.0,filled,paper_1768070949,,portfolio_manager_simulated,
2026-01-10 19:49:09.994757,ETHUSDT,buy,0.0074916961111546,3093.15,3093.15,0.023172939826218,0.0,filled,paper_1768070949,,portfolio_manager_simulated,
2026-01-10 19:49:20.409912,BTCUSDT,buy,0.0002418342485473,90584.49,90584.49,0.0219064320691919,0.0,filled,paper_1768070960,,portfolio_manager_simulated,
2026-01-10 19:49:20.410713,ETHUSDT,buy,0.0070822404568779,3093.15,3093.15,0.0219064320691919,0.0,filled,paper_1768070960,,portfolio_manager_simulated,
2026-01-10 19:49:30.774876,BTCUSDT,buy,0.0002286168944266,90584.49,90584.49,0.0207091447870231,0.0,filled,paper_1768070970,,portfolio_manager_simulated,
2026-01-10 19:49:30.776790,ETHUSDT,buy,0.0066952067281437,3093.13,3093.13,0.0207091447870231,0.0,filled,paper_1768070970,,portfolio_manager_simulated,
2026-01-10 19:49:41.607925,BTCUSDT,buy,0.0002161219056499,90584.5,90584.5,0.0195772947623463,0.0,filled,paper_1768070981,,portfolio_manager_simulated,
2026-01-10 19:49:41.608923,ETHUSDT,buy,0.0063292828824997,3093.13,3093.13,0.0195772947623463,0.0,filled,paper_1768070981,,portfolio_manager_simulated,
2026-01-10 19:49:52.006593,BTCUSDT,buy,0.0002043098493453,90584.5,90584.5,0.0185073055480281,0.0,filled,paper_1768070992,,portfolio_manager_simulated,
2026-01-10 19:49:52.007590,ETHUSDT,buy,0.0059833584582698,3093.13,3093.13,0.0185073055480281,0.0,filled,paper_1768070992,,portfolio_manager_simulated,
