timestamp,symbol,side,quantity,price,filled_price,commission,pnl,status,order_id,cycle_id,strategy,reason
2026-01-13 23:03:31.573159,BTCUSDT,buy,0.0127513083639338,94107.99,94107.99,1.2,0.0,filled,paper_1768341811,,portfolio_manager_simulated,L3_initial_rebalance
2026-01-13 23:03:31.573159,ETHUSDT,buy,0.2800824064680363,3213.34,3213.34,0.8999999999999999,0.0,filled,paper_1768341811,,portfolio_manager_simulated,L3_initial_rebalance
2026-01-13 23:03:53.708468,BTCUSDT,buy,0.0003129386220534,94111.49,94111.49,0.02945112,0.0,filled,paper_1768341833,,portfolio_manager_simulated,
2026-01-13 23:03:53.710902,ETHUSDT,buy,0.0091592529816977,3215.45,3215.45,0.02945112,0.0,filled,paper_1768341833,,portfolio_manager_simulated,
2026-01-13 23:04:14.461957,BTCUSDT,buy,0.0002923580060822,94121.57,94121.57,0.0275171945345279,0.0,filled,paper_1768341854,,portfolio_manager_simulated,
2026-01-13 23:04:14.462954,ETHUSDT,buy,0.0085577785245433,3215.46,3215.46,0.027517194534528,0.0,filled,paper_1768341854,,portfolio_manager_simulated,
2026-01-13 23:04:35.238124,BTCUSDT,buy,0.0002731559921071,94123.0,94123.0,0.0257102614451014,0.0,filled,paper_1768341875,,portfolio_manager_simulated,
2026-01-13 23:04:35.239123,ETHUSDT,buy,0.0079884234116843,3218.44,3218.44,0.0257102614451014,0.0,filled,paper_1768341875,,portfolio_manager_simulated,
2026-01-13 23:04:56.003260,BTCUSDT,buy,0.0002552032326456,94128.83,94128.83,0.024021981701152,0.0,filled,paper_1768341896,,portfolio_manager_simulated,
2026-01-13 23:04:56.004257,ETHUSDT,buy,0.0074703346760847,3215.65,3215.65,0.024021981701152,0.0,filled,paper_1768341896,,portfolio_manager_simulated,
2026-01-13 23:05:16.745426,BTCUSDT,buy,0.0002385196579783,94099.43,94099.43,0.0224445638595568,0.0,filled,paper_1768341916,,portfolio_manager_simulated,
2026-01-13 23:05:16.748065,ETHUSDT,buy,0.0069818533174345,3214.7,3214.7,0.0224445638595568,0.0,filled,paper_1768341916,,portfolio_manager_simulated,
