operation_id,symbol,sell_date,buy_date,quantity,buy_price,sell_price,cost_basis,sell_value,gain_loss,holding_period_days
BTCUSDT_2026-02-13T11:12:57.497785_1507576311616,BTCUSDT,2026-02-13T11:12:57.497785,2026-02-13T10:54:27.590498,0.0001253262624972874,67119.993225,66827.499535,8.41,8.38,-0.04,0
BTCUSDT_2026-02-13T11:12:57.497785_1507576311616,BTCUSDT,2026-02-13T11:12:57.497785,2026-02-13T10:58:10.124441,0.00028260572724649117,67038.532515,66827.499535,18.95,18.89,-0.06,0
BTCUSDT_2026-02-13T11:17:58.572866_1507673585664,BTCUSDT,2026-02-13T11:17:58.572866,2026-02-13T10:58:10.124441,0.0007231131398692222,67038.532515,66857.47454,48.48,48.35,-0.13,0
BTCUSDT_2026-02-13T11:17:58.572866_1507673585664,BTCUSDT,2026-02-13T11:17:58.572866,2026-02-13T10:58:34.210511,0.0005020869091252193,67040.93371499999,66857.47454,33.66,33.57,-0.09,0
BTCUSDT_2026-02-13T11:17:58.572866_1507673585664,BTCUSDT,2026-02-13T11:17:58.572866,2026-02-13T10:58:58.718791,0.0002507717020506017,67012.879695,66857.47454,16.8,16.77,-0.04,0
BTCUSDT_2026-02-13T11:17:58.572866_1507673585664,BTCUSDT,2026-02-13T11:17:58.572866,2026-02-13T10:59:25.384342,0.00012519770955583739,67012.879695,66857.47454,8.39,8.37,-0.02,0
BTCUSDT_2026-02-13T11:17:58.572866_1507673585664,BTCUSDT,2026-02-13T11:17:58.572866,2026-02-13T11:03:07.937668,0.00027638191370017885,66948.26740499999,66857.47454,18.5,18.48,-0.03,0
BTCUSDT_2026-02-13T11:22:59.369770_1507573445952,BTCUSDT,2026-02-13T11:22:59.369770,2026-02-13T11:03:07.937668,0.0007278935777672811,66948.26740499999,66874.31611500001,48.73,48.68,-0.05,0
BTCUSDT_2026-02-13T11:22:59.369770_1507573445952,BTCUSDT,2026-02-13T11:22:59.369770,2026-02-13T11:03:31.987762,0.0005014215303997221,66943.29491999999,66874.31611500001,33.57,33.53,-0.03,0
BTCUSDT_2026-02-13T11:22:59.369770_1507573445952,BTCUSDT,2026-02-13T11:22:59.369770,2026-02-13T11:03:56.332540,0.00025047641458807445,66905.385975,66874.31611500001,16.76,16.75,-0.01,0
BTCUSDT_2026-02-13T11:22:59.369770_1507573445952,BTCUSDT,2026-02-13T11:22:59.369770,2026-02-13T11:04:23.113450,0.0001250502873639925,66905.385975,66874.31611500001,8.37,8.36,-0.0,0
BTCUSDT_2026-02-13T11:22:59.369770_1507573445952,BTCUSDT,2026-02-13T11:22:59.369770,2026-02-13T11:08:05.888252,0.00027059265330224135,67027.54702499999,66874.31611500001,18.14,18.1,-0.04,0
BTCUSDT_2026-02-13T11:28:00.156659_1507573238912,BTCUSDT,2026-02-13T11:28:00.156659,2026-02-13T11:08:05.888252,0.0007319038909210267,67027.54702499999,66945.93029,49.06,49.0,-0.06,0
BTCUSDT_2026-02-13T11:28:00.156659_1507573238912,BTCUSDT,2026-02-13T11:28:00.156659,2026-02-13T11:08:29.962735,0.0005008826854185449,66975.821175,66945.93029,33.55,33.53,-0.01,0
BTCUSDT_2026-02-13T11:28:00.156659_1507573238912,BTCUSDT,2026-02-13T11:28:00.156659,2026-02-13T11:08:54.301308,0.00025021383205457373,66936.13133999999,66945.93029,16.75,16.75,0.0,0
BTCUSDT_2026-02-13T11:28:00.156659_1507573238912,BTCUSDT,2026-02-13T11:28:00.156659,2026-02-13T11:09:21.076650,0.00012491919309978795,66936.13133999999,66945.93029,8.36,8.36,0.0,0
BTCUSDT_2026-02-13T11:28:00.156659_1507573238912,BTCUSDT,2026-02-13T11:28:00.156659,2026-02-13T11:13:03.539964,0.0002645005797482109,66894.36046499999,66945.93029,17.69,17.71,0.01,0
BTCUSDT_2026-02-13T11:33:00.962905_1507576093248,BTCUSDT,2026-02-13T11:33:00.962905,2026-02-13T11:13:03.539964,0.0007368700088583735,66894.36046499999,66791.36761,49.29,49.22,-0.08,0
BTCUSDT_2026-02-13T11:33:00.962905_1507576093248,BTCUSDT,2026-02-13T11:33:00.962905,2026-02-13T11:13:39.672976,0.0004998731588412692,66902.504535,66791.36761,33.44,33.39,-0.06,0
BTCUSDT_2026-02-13T11:33:00.962905_1507576093248,BTCUSDT,2026-02-13T11:33:00.962905,2026-02-13T11:14:15.794130,0.00024956300510774865,66902.11433999999,66791.36761,16.7,16.67,-0.03,0
BTCUSDT_2026-02-13T11:33:00.962905_1507576093248,BTCUSDT,2026-02-13T11:33:00.962905,2026-02-13T11:14:51.932617,0.00012460228047670121,66897.81219,66791.36761,8.34,8.32,-0.01,0
BTCUSDT_2026-02-13T11:33:00.962905_1507576093248,BTCUSDT,2026-02-13T11:33:00.962905,2026-02-13T11:18:10.635509,0.00025984517796850655,66924.36546,66791.36761,17.39,17.36,-0.03,0
BTCUSDT_2026-02-13T11:38:01.738786_1507574400576,BTCUSDT,2026-02-13T11:38:01.738786,2026-02-13T11:18:10.635509,0.0007397057905729476,66924.36546,66861.81237,49.5,49.46,-0.05,0
BTCUSDT_2026-02-13T11:38:01.738786_1507574400576,BTCUSDT,2026-02-13T11:38:01.738786,2026-02-13T11:18:34.729813,0.0004991702680974851,66904.965765,66861.81237,33.4,33.38,-0.02,0
BTCUSDT_2026-02-13T11:38:01.738786_1507574400576,BTCUSDT,2026-02-13T11:38:01.738786,2026-02-13T11:18:58.768534,0.00024915951161662655,66918.692625,66861.81237,16.67,16.66,-0.01,0
BTCUSDT_2026-02-13T11:38:01.738786_1507574400576,BTCUSDT,2026-02-13T11:38:01.738786,2026-02-13T11:19:23.079727,0.0001242993650867038,66969.00777,66861.81237,8.32,8.31,-0.01,0
BTCUSDT_2026-02-13T11:38:01.738786_1507574400576,BTCUSDT,2026-02-13T11:38:01.738786,2026-02-13T11:23:05.463731,0.0002535825622554073,66941.223885,66861.81237,16.98,16.95,-0.02,0
BTCUSDT_2026-02-13T11:43:02.434861_1507673937024,BTCUSDT,2026-02-13T11:43:02.434861,2026-02-13T11:23:05.463731,0.0007448107458661301,66941.223885,66969.968265,49.86,49.88,0.02,0
BTCUSDT_2026-02-13T11:43:02.434861_1507673937024,BTCUSDT,2026-02-13T11:43:02.434861,2026-02-13T11:23:41.558371,0.0004983635902217383,66952.509525,66969.968265,33.37,33.38,0.01,0
BTCUSDT_2026-02-13T11:43:02.434861_1507673937024,BTCUSDT,2026-02-13T11:43:02.434861,2026-02-13T11:24:17.684284,0.0002487517680451658,66967.61707499999,66969.968265,16.66,16.66,0.0,0
BTCUSDT_2026-02-13T11:43:02.434861_1507673937024,BTCUSDT,2026-02-13T11:43:02.434861,2026-02-13T11:24:54.046675,0.00012425265207678326,66933.45,66969.968265,8.32,8.32,0.0,0
BTCUSDT_2026-02-13T11:43:02.434861_1507673937024,BTCUSDT,2026-02-13T11:43:02.434861,2026-02-13T11:28:21.283553,0.00024395867125182646,66990.088305,66969.968265,16.34,16.34,-0.0,0
BTCUSDT_2026-02-13T11:48:03.561223_1507673471296,BTCUSDT,2026-02-13T11:48:03.561223,2026-02-13T11:28:21.283553,0.0007531466894448129,66990.088305,66995.77535499999,50.45,50.46,0.0,0
BTCUSDT_2026-02-13T11:48:03.561223_1507673471296,BTCUSDT,2026-02-13T11:48:03.561223,2026-02-13T11:28:46.038598,0.000497485484916089,67033.05978,66995.77535499999,33.35,33.33,-0.02,0
BTCUSDT_2026-02-13T11:48:03.561223_1507673471296,BTCUSDT,2026-02-13T11:48:03.561223,2026-02-13T11:29:12.396197,0.00024836950397298625,67033.05978,66995.77535499999,16.65,16.64,-0.01,0
BTCUSDT_2026-02-13T11:48:03.561223_1507673471296,BTCUSDT,2026-02-13T11:48:03.561223,2026-02-13T11:29:36.453032,0.0001239983572441203,67033.08979499999,66995.77535499999,8.31,8.31,-0.0,0
BTCUSDT_2026-02-13T11:48:03.561223_1507673471296,BTCUSDT,2026-02-13T11:48:03.561223,2026-02-13T11:33:37.098472,0.00023553558203054658,66857.582085,66995.77535499999,15.75,15.78,0.03,0
BTCUSDT_2026-02-13T11:53:03.957310_1507574170304,BTCUSDT,2026-02-13T11:53:03.957310,2026-02-13T11:33:37.098472,0.0007605158203490712,66857.582085,66989.55846500001,50.85,50.95,0.1,0
BTCUSDT_2026-02-13T11:53:03.957310_1507574170304,BTCUSDT,2026-02-13T11:53:03.957310,2026-02-13T11:34:13.201019,0.0004975820671789636,66816.781695,66989.55846500001,33.25,33.33,0.09,0
BTCUSDT_2026-02-13T11:53:03.957310_1507574170304,BTCUSDT,2026-02-13T11:53:03.957310,2026-02-13T11:34:49.576219,0.00024817762168229536,66881.424,66989.55846500001,16.6,16.63,0.03,0
BTCUSDT_2026-02-13T11:53:03.957310_1507574170304,BTCUSDT,2026-02-13T11:53:03.957310,2026-02-13T11:35:28.385437,0.00012384759114508967,66911.13884999999,66989.55846500001,8.29,8.3,0.01,0
BTCUSDT_2026-02-13T11:53:03.957310_1507574170304,BTCUSDT,2026-02-13T11:53:03.957310,2026-02-13T11:38:28.859339,0.0002257907529179495,66938.17236,66989.55846500001,15.11,15.13,0.01,0
BTCUSDT_2026-02-13T11:58:04.754763_1507575658624,BTCUSDT,2026-02-13T11:58:04.754763,2026-02-13T11:38:28.859339,0.000767443214287134,66938.17236,67140.862775,51.37,51.53,0.16,0
BTCUSDT_2026-02-13T11:58:04.754763_1507575658624,BTCUSDT,2026-02-13T11:58:04.754763,2026-02-13T11:39:04.972880,0.0004953626366463772,67006.976745,67140.862775,33.19,33.26,0.07,0
BTCUSDT_2026-02-13T11:58:04.754763_1507575658624,BTCUSDT,2026-02-13T11:58:04.754763,2026-02-13T11:39:41.039072,0.0002474555812953041,66967.46699999999,67140.862775,16.57,16.61,0.04,0
BTCUSDT_2026-02-13T11:58:04.754763_1507575658624,BTCUSDT,2026-02-13T11:58:04.754763,2026-02-13T11:40:05.095381,0.0001235111181553018,66984.28540499999,67140.862775,8.27,8.29,0.02,0
BTCUSDT_2026-02-13T11:58:04.754763_1507575658624,BTCUSDT,2026-02-13T11:58:04.754763,2026-02-13T11:43:06.185196,0.00022006593979173678,67036.22136,67140.862775,14.75,14.78,0.02,0
BTCUSDT_2026-02-13T12:03:05.450388_1509678824960,BTCUSDT,2026-02-13T12:03:05.450388,2026-02-13T11:43:06.185196,0.0007702336529484615,67036.22136,67083.971235,51.63,51.67,0.04,0
BTCUSDT_2026-02-13T12:03:05.450388_1509678824960,BTCUSDT,2026-02-13T12:03:05.450388,2026-02-13T11:43:32.532356,0.0004944068241006459,67036.22136,67083.971235,33.14,33.17,0.02,0
BTCUSDT_2026-02-13T12:03:05.450388_1509678824960,BTCUSDT,2026-02-13T12:03:05.450388,2026-02-13T11:43:56.585202,0.00024683797248947433,67034.730615,67083.971235,16.55,16.56,0.01,0
BTCUSDT_2026-02-13T12:03:05.450388_1509678824960,BTCUSDT,2026-02-13T12:03:05.450388,2026-02-13T11:44:32.644558,0.00012326293708692153,67018.882695,67083.971235,8.26,8.27,0.01,0
BTCUSDT_2026-02-13T12:03:05.450388_1509678824960,BTCUSDT,2026-02-13T12:03:05.450388,2026-02-13T11:48:12.386860,0.0002155071080562748,67062.804645,67083.971235,14.45,14.46,0.0,0
BTCUSDT_2026-02-13T12:08:06.246970_1507674306048,BTCUSDT,2026-02-13T12:08:06.246970,2026-02-13T11:48:12.386860,0.0007738659499969829,67062.804645,66946.000255,51.9,51.81,-0.09,0
BTCUSDT_2026-02-13T12:08:06.246970_1507674306048,BTCUSDT,2026-02-13T12:08:06.246970,2026-02-13T11:48:48.452487,0.000493920377222165,67066.046265,66946.000255,33.13,33.07,-0.06,0
BTCUSDT_2026-02-13T12:08:06.246970_1507674306048,BTCUSDT,2026-02-13T12:08:06.246970,2026-02-13T11:49:24.553808,0.0002467609116131297,67019.493,66946.000255,16.54,16.52,-0.02,0
BTCUSDT_2026-02-13T12:08:06.246970_1507674306048,BTCUSDT,2026-02-13T12:08:06.246970,2026-02-13T11:50:00.616120,0.00012317084960215198,67032.80965499999,66946.000255,8.26,8.25,-0.01,0
BTCUSDT_2026-02-13T12:08:06.246970_1507674306048,BTCUSDT,2026-02-13T12:08:06.246970,2026-02-13T11:53:40.120317,0.00021067167839712052,67064.80564499999,66946.000255,14.13,14.1,-0.03,0
BTCUSDT_2026-02-13T12:13:07.028618_1507673468608,BTCUSDT,2026-02-13T12:13:07.028618,2026-02-13T11:53:40.120317,0.0007772438308870794,67064.80564499999,66999.4835,52.13,52.07,-0.05,0
BTCUSDT_2026-02-13T12:13:07.028618_1507673468608,BTCUSDT,2026-02-13T12:13:07.028618,2026-02-13T11:54:16.192185,0.0004932201764800949,67064.31539999999,66999.4835,33.08,33.05,-0.03,0
BTCUSDT_2026-02-13T12:13:07.028618_1507673468608,BTCUSDT,2026-02-13T12:13:07.028618,2026-02-13T11:54:52.299844,0.0002461717042746688,67082.934705,66999.4835,16.51,16.49,-0.02,0
BTCUSDT_2026-02-13T12:13:07.028618_1507673468608,BTCUSDT,2026-02-13T12:13:07.028618,2026-02-13T11:55:28.429953,0.0001229139574459174,67075.951215,66999.4835,8.24,8.24,-0.01,0
BTCUSDT_2026-02-13T12:13:07.028618_1507673468608,BTCUSDT,2026-02-13T12:13:07.028618,2026-02-13T11:58:07.811828,0.00020476317937171155,67208.037225,66999.4835,13.76,13.72,-0.04,0
BTCUSDT_2026-02-13T12:18:07.808710_1507674304768,BTCUSDT,2026-02-13T12:18:07.808710,2026-02-13T11:58:07.811828,0.0007820103107909756,67208.037225,66908.88882000001,52.56,52.32,-0.23,0
BTCUSDT_2026-02-13T12:18:07.808710_1507674304768,BTCUSDT,2026-02-13T12:18:07.808710,2026-02-13T11:58:32.161107,0.0004925087273194138,67226.826615,66908.88882000001,33.11,32.95,-0.16,0
BTCUSDT_2026-02-13T12:18:07.808710_1507674304768,BTCUSDT,2026-02-13T12:18:07.808710,2026-02-13T11:58:58.894373,0.00024588485898703545,67226.826615,66908.88882000001,16.53,16.45,-0.08,0
BTCUSDT_2026-02-13T12:18:07.808710_1507674304768,BTCUSDT,2026-02-13T12:18:07.808710,2026-02-13T11:59:22.937451,0.0001227455872448612,67233.59999999999,66908.88882000001,8.25,8.21,-0.04,0
BTCUSDT_2026-02-13T12:18:07.808710_1507674304768,BTCUSDT,2026-02-13T12:18:07.808710,2026-02-13T12:03:29.807925,0.00019757436853089786,67086.88668,66908.88882000001,13.25,13.22,-0.04,0
BTCUSDT_2026-02-13T12:23:08.643697_1507673476928,BTCUSDT,2026-02-13T12:23:08.643697,2026-02-13T12:03:29.807925,0.0007884613898669532,67086.88668,67002.05221500002,52.9,52.83,-0.07,0
BTCUSDT_2026-02-13T12:23:08.643697_1507673476928,BTCUSDT,2026-02-13T12:23:08.643697,2026-02-13T12:04:08.650385,0.0004923104844013046,67082.474475,67002.05221500002,33.03,32.99,-0.04,0
BTCUSDT_2026-02-13T12:23:08.643697_1507673476928,BTCUSDT,2026-02-13T12:23:08.643697,2026-02-13T12:04:44.729236,0.0002458731258311706,67058.67258,67002.05221500002,16.49,16.47,-0.01,0
BTCUSDT_2026-02-13T12:23:08.643697_1507673476928,BTCUSDT,2026-02-13T12:23:08.643697,2026-02-13T12:05:20.833850,0.00012274237246355084,67063.985235,67002.05221500002,8.23,8.22,-0.01,0
BTCUSDT_2026-02-13T12:23:08.643697_1507673476928,BTCUSDT,2026-02-13T12:23:08.643697,2026-02-13T12:08:33.359291,0.0001879256789944823,67042.45447499999,67002.05221500002,12.6,12.59,-0.01,0
BTCUSDT_2026-02-13T12:28:09.307016_1507572999808,BTCUSDT,2026-02-13T12:28:09.307016,2026-02-13T12:08:33.359291,0.000795776446489333,67042.45447499999,67082.032205,53.35,53.38,0.03,0
BTCUSDT_2026-02-13T12:28:09.307016_1507572999808,BTCUSDT,2026-02-13T12:28:09.307016,2026-02-13T12:09:09.448434,0.0004910223964046313,67054.83066,67082.032205,32.93,32.94,0.01,0
BTCUSDT_2026-02-13T12:28:09.307016_1507572999808,BTCUSDT,2026-02-13T12:28:09.307016,2026-02-13T12:09:45.508998,0.00024506583857627763,67075.89118499999,67082.032205,16.44,16.44,0.0,0
BTCUSDT_2026-02-13T12:28:09.307016_1507572999808,BTCUSDT,2026-02-13T12:28:09.307016,2026-02-13T12:10:21.567361,0.0001223661060626193,67066.546515,67082.032205,8.21,8.21,0.0,0
BTCUSDT_2026-02-13T12:28:09.307016_1507572999808,BTCUSDT,2026-02-13T12:28:09.307016,2026-02-13T12:13:22.094872,0.00018003464821942175,67066.5165,67082.032205,12.07,12.08,0.0,0
BTCUSDT_2026-02-13T12:33:10.245901_1507575630272,BTCUSDT,2026-02-13T12:33:10.245901,2026-02-13T12:13:22.094872,0.0008018302776532416,67066.5165,67028.04921000001,53.78,53.75,-0.03,0
BTCUSDT_2026-02-13T12:33:10.245901_1507575630272,BTCUSDT,2026-02-13T12:33:10.245901,2026-02-13T12:13:58.431236,0.0004903055346323558,67051.50899999999,67028.04921000001,32.88,32.86,-0.01,0
BTCUSDT_2026-02-13T12:33:10.245901_1507575630272,BTCUSDT,2026-02-13T12:33:10.245901,2026-02-13T12:14:37.251406,0.0002448141392766981,67043.50499999999,67028.04921000001,16.41,16.41,-0.0,0
BTCUSDT_2026-02-13T12:33:10.245901_1507575630272,BTCUSDT,2026-02-13T12:33:10.245901,2026-02-13T12:15:13.334897,0.00012226748053935282,67019.33291999999,67028.04921000001,8.19,8.2,0.0,0
BTCUSDT_2026-02-13T12:33:10.245901_1507575630272,BTCUSDT,2026-02-13T12:33:10.245901,2026-02-13T12:18:13.873141,0.0001704224217034923,66975.83118,67028.04921000001,11.41,11.42,0.01,0
BTCUSDT_2026-02-13T12:38:11.061913_1507576467456,BTCUSDT,2026-02-13T12:38:11.061913,2026-02-13T12:18:13.873141,0.0008096410787562918,66975.83118,67078.99372500001,54.23,54.31,0.08,0
BTCUSDT_2026-02-13T12:38:11.061913_1507576467456,BTCUSDT,2026-02-13T12:38:11.061913,2026-02-13T12:18:49.950752,0.0004889355023948554,67025.27588999999,67078.99372500001,32.77,32.8,0.03,0
BTCUSDT_2026-02-13T12:38:11.061913_1507576467456,BTCUSDT,2026-02-13T12:38:11.061913,2026-02-13T12:19:26.106640,0.00024400262227939931,67052.279385,67078.99372500001,16.36,16.37,0.01,0
BTCUSDT_2026-02-13T12:38:11.061913_1507576467456,BTCUSDT,2026-02-13T12:38:11.061913,2026-02-13T12:20:02.508922,0.000121824992114677,67048.56753,67078.99372500001,8.17,8.17,0.0,0
BTCUSDT_2026-02-13T12:38:11.061913_1507576467456,BTCUSDT,2026-02-13T12:38:11.061913,2026-02-13T12:23:41.781855,0.00016270243013375498,67049.39794499999,67078.99372500001,10.91,10.91,0.0,0
BTCUSDT_2026-02-13T12:43:12.156419_1507673468416,BTCUSDT,2026-02-13T12:43:12.156419,2026-02-13T12:23:41.781855,0.0008156662834729299,67049.39794499999,67027.47949499999,54.69,54.67,-0.02,0
BTCUSDT_2026-02-13T12:43:12.156419_1507673468416,BTCUSDT,2026-02-13T12:43:12.156419,2026-02-13T12:24:17.854362,0.0004884448693059391,67050.14832,67027.47949499999,32.75,32.74,-0.01,0
BTCUSDT_2026-02-13T12:43:12.156419_1507673468416,BTCUSDT,2026-02-13T12:43:12.156419,2026-02-13T12:24:53.948527,0.00024380406515596312,67064.425455,67027.47949499999,16.35,16.34,-0.01,0
BTCUSDT_2026-02-13T12:43:12.156419_1507673468416,BTCUSDT,2026-02-13T12:43:12.156419,2026-02-13T12:25:30.019141,0.00012175401135455204,67045.20585,67027.47949499999,8.16,8.16,-0.0,0
BTCUSDT_2026-02-13T12:43:12.156419_1507673468416,BTCUSDT,2026-02-13T12:43:12.156419,2026-02-13T12:28:33.395536,0.00015441089684868647,67138.1523,67027.47949499999,10.37,10.35,-0.02,0
BTCUSDT_2026-02-13T12:49:49.339609_1507674338816,BTCUSDT,2026-02-13T12:49:49.339609,2026-02-13T12:28:33.395536,0.0008221980656435382,67138.1523,67017.15466,55.2,55.1,-0.1,0
BTCUSDT_2026-02-13T12:49:49.339609_1507674338816,BTCUSDT,2026-02-13T12:49:49.339609,2026-02-13T12:29:09.493463,0.0004875560139930903,67140.323385,67017.15466,32.73,32.67,-0.06,0
BTCUSDT_2026-02-13T12:49:49.339609_1507674338816,BTCUSDT,2026-02-13T12:49:49.339609,2026-02-13T12:29:45.588626,0.0002434373211717815,67133.399925,67017.15466,16.34,16.31,-0.03,0
BTCUSDT_2026-02-13T12:49:49.339609_1507674338816,BTCUSDT,2026-02-13T12:49:49.339609,2026-02-13T12:30:21.680794,0.00012153261664134408,67135.280865,67017.15466,8.16,8.14,-0.01,0
BTCUSDT_2026-02-13T12:49:49.339609_1507674338816,BTCUSDT,2026-02-13T12:49:49.339609,2026-02-13T12:33:25.345010,0.000145819764361479,67135.480965,67017.15466,9.79,9.77,-0.02,0
BTCUSDT_2026-02-13T12:54:49.731838_1507674294592,BTCUSDT,2026-02-13T12:54:49.731838,2026-02-13T12:33:25.345010,0.0008277540594060731,67135.480965,67150.957725,55.57,55.58,0.01,0
BTCUSDT_2026-02-13T12:54:49.731838_1507674294592,BTCUSDT,2026-02-13T12:54:49.731838,2026-02-13T12:34:01.462677,0.0004860790166211784,67132.36941,67150.957725,32.63,32.64,0.01,0
BTCUSDT_2026-02-13T12:54:49.731838_1507674294592,BTCUSDT,2026-02-13T12:54:49.731838,2026-02-13T12:34:37.548308,0.00014092549399909643,67087.46697,67150.957725,9.45,9.46,0.01,0
BTCUSDT_2026-02-13T12:59:50.636080_1507574763712,BTCUSDT,2026-02-13T12:59:50.636080,2026-02-13T12:34:37.548308,0.00010191175867922626,67087.46697,67067.839305,6.84,6.84,-0.0,0
BTCUSDT_2026-02-13T12:59:50.636080_1507574763712,BTCUSDT,2026-02-13T12:59:50.636080,2026-02-13T12:35:13.619193,0.00012123871586790809,67086.20633999999,67067.839305,8.13,8.13,-0.0,0
BTCUSDT_2026-02-13T12:59:50.636080_1507574763712,BTCUSDT,2026-02-13T12:59:50.636080,2026-02-13T12:38:14.393131,0.0009723472125500852,67167.556995,67067.839305,65.31,65.21,-0.1,0
BTCUSDT_2026-02-13T12:59:50.636080_1507574763712,BTCUSDT,2026-02-13T12:59:50.636080,2026-02-13T12:38:53.321534,0.0004854446089475001,67167.48696,67067.839305,32.61,32.56,-0.05,0
BTCUSDT_2026-02-13T12:59:50.636080_1507574763712,BTCUSDT,2026-02-13T12:59:50.636080,2026-02-13T12:39:29.361738,0.00013276650398056646,67140.683565,67067.839305,8.91,8.9,-0.01,0
BTCUSDT_2026-02-13T13:24:00.853126_1507573159104,BTCUSDT,2026-02-13T13:24:00.853126,2026-02-13T12:39:29.361738,0.00010968834803963402,67140.683565,67102.382025,7.36,7.36,-0.0,0
BTCUSDT_2026-02-13T13:24:00.853126_1507573159104,BTCUSDT,2026-02-13T13:24:00.853126,2026-02-13T12:40:05.434589,0.0001211064319743186,67106.91669,67102.382025,8.13,8.13,-0.0,0
BTCUSDT_2026-02-13T13:24:00.853126_1507573159104,BTCUSDT,2026-02-13T13:24:00.853126,2026-02-13T12:43:42.035417,0.0009711459677005681,67094.540505,67102.382025,65.16,65.17,0.01,0
BTCUSDT_2026-02-13T13:24:00.853126_1507573159104,BTCUSDT,2026-02-13T13:24:00.853126,2026-02-13T12:44:18.428672,0.00048464311246483854,67122.40443,67102.382025,32.53,32.52,-0.01,0
BTCUSDT_2026-02-13T13:24:00.853126_1507573159104,BTCUSDT,2026-02-13T13:24:00.853126,2026-02-13T12:44:57.224751,0.00012138998522278472,67142.71458,67102.382025,8.15,8.15,-0.0,0
BTCUSDT_2026-02-13T13:29:01.315220_1507573539392,BTCUSDT,2026-02-13T13:29:01.315220,2026-02-13T12:44:57.224751,0.00012049477711187766,67142.71458,67289.448445,8.09,8.11,0.02,0
BTCUSDT_2026-02-13T13:29:01.315220_1507573539392,BTCUSDT,2026-02-13T13:29:01.315220,2026-02-13T12:45:33.292923,0.00012077627655237468,67134.17030999999,67289.448445,8.11,8.13,0.02,0
BTCUSDT_2026-02-13T13:29:01.315220_1507573539392,BTCUSDT,2026-02-13T13:29:01.315220,2026-02-13T12:50:28.171749,0.0009687185709934226,67120.96371,67289.448445,65.02,65.18,0.16,0
BTCUSDT_2026-02-13T13:29:01.315220_1507573539392,BTCUSDT,2026-02-13T13:29:01.315220,2026-02-13T12:54:13.931252,0.0004829672380472656,67213.41991499999,67289.448445,32.46,32.5,0.04,0
BTCUSDT_2026-02-13T13:29:01.315220_1507573539392,BTCUSDT,2026-02-13T13:29:01.315220,2026-02-13T12:54:52.794989,0.00011134636357824354,67218.142275,67289.448445,7.48,7.49,0.01,0
BTCUSDT_2026-02-13T13:34:02.235494_1507673942080,BTCUSDT,2026-02-13T13:34:02.235494,2026-02-13T12:54:52.794989,0.0008560465492567745,67218.142275,67450.258,57.54,57.74,0.2,0
BTCUSDT_2026-02-13T13:34:02.235494_1507673942080,BTCUSDT,2026-02-13T13:34:02.235494,2026-02-13T12:55:28.902237,0.0004828596297529623,67233.59999999999,67450.258,32.46,32.57,0.1,0
BTCUSDT_2026-02-13T13:34:02.235494_1507673942080,BTCUSDT,2026-02-13T13:34:02.235494,2026-02-13T12:56:26.262545,0.0002410993731213957,67224.725565,67450.258,16.21,16.26,0.05,0
BTCUSDT_2026-02-13T13:34:02.235494_1507673942080,BTCUSDT,2026-02-13T13:34:02.235494,2026-02-13T12:57:05.142617,0.00012041740519561793,67197.59200499998,67450.258,8.09,8.12,0.03,0
BTCUSDT_2026-02-13T13:34:02.235494_1507673942080,BTCUSDT,2026-02-13T13:34:02.235494,2026-02-13T13:02:30.414046,9.956869963891129e-05,67201.914165,67450.258,6.69,6.72,0.02,0
BTCUSDT_2026-02-13T13:39:03.093195_1507674790080,BTCUSDT,2026-02-13T13:39:03.093195,2026-02-13T13:02:30.414046,0.0008651379486057201,67201.914165,67297.884225,58.14,58.22,0.08,0
BTCUSDT_2026-02-13T13:39:03.093195_1507674790080,BTCUSDT,2026-02-13T13:39:03.093195,2026-02-13T13:03:09.275347,0.00048173964507508326,67186.55648999999,67297.884225,32.37,32.42,0.05,0
BTCUSDT_2026-02-13T13:39:03.093195_1507674790080,BTCUSDT,2026-02-13T13:39:03.093195,2026-02-13T13:03:45.316428,0.00024050388476350417,67187.81712,67297.884225,16.16,16.19,0.03,0
BTCUSDT_2026-02-13T13:39:03.093195_1507674790080,BTCUSDT,2026-02-13T13:39:03.093195,2026-02-13T13:24:00.769003,0.00012010421569602715,67169.517975,67297.884225,8.07,8.08,0.02,0
BTCUSDT_2026-02-13T13:39:03.093195_1507674790080,BTCUSDT,2026-02-13T13:39:03.093195,2026-02-13T13:24:39.578281,8.786891790873048e-05,67264.105245,67297.884225,5.91,5.91,0.0,0
BTCUSDT_2026-02-13T13:44:03.932930_1507674189248,BTCUSDT,2026-02-13T13:44:03.932930,2026-02-13T13:24:39.578281,0.0008733708702877434,67264.105245,67289.35849000001,58.75,58.77,0.02,0
BTCUSDT_2026-02-13T13:44:03.932930_1507674189248,BTCUSDT,2026-02-13T13:44:03.932930,2026-02-13T13:25:15.680488,0.0004797995960605351,67278.00219,67289.35849000001,32.28,32.29,0.01,0
BTCUSDT_2026-02-13T13:44:03.932930_1507674189248,BTCUSDT,2026-02-13T13:44:03.932930,2026-02-13T13:25:51.751833,0.00023917450991487493,67380.763545,67289.35849000001,16.12,16.09,-0.02,0
BTCUSDT_2026-02-13T13:44:03.932930_1507674189248,BTCUSDT,2026-02-13T13:44:03.932930,2026-02-13T13:26:27.863634,0.00011952532153430465,67314.52044000001,67289.35849000001,8.05,8.04,-0.0,0
